elem,List of checmical elements,https://en.wikipedia.org/wiki/List_of_chemical_elements
elem_wght,Weight of elements,http://kcvs.ca/isotopesmatter/iupacMaterials/javascript/Interactive%20Periodic%20Table%20of%20the%20Isotopes/HTML5/index.html
elemprop,The properties of elements,http://periodictable.com/Properties
