http://fx.sauder.ubc.ca/data.html
"PACIFIC Exchange Rate Service"
"MMM YYYY","DZD/USD","ARS/USD","AUD/USD","ATS/USD","BSD/USD","BHD/USD","BBD/USD","BEF/USD","BMD/USD","BRL/USD","GBP/USD","BGN/USD","CAD/USD","CLP/USD","CNY/USD","COP/USD","HRK/USD","CYP/USD","CZK/USD","DKK/USD"
"Jun 1999",66.009,0.99977,1.52350,13.2604,1.00000,0.37683,1.9826,38.875,1.00036,1.7655,0.62693,1.87511,1.46910,503.14,8.2781,1695.5,,0.55279,35.727,7.1618
"Jul 1999",66.736,0.99977,1.52408,13.2733,1.00000,0.37733,1.9837,38.912,1.00076,1.8012,0.63488,1.87275,1.48878,516.59,8.2778,1818.6,,0.55379,35.226,7.1783
"Aug 1999",64.928,0.99981,1.55156,12.9774,1.00000,0.37685,1.9821,38.045,1.00060,1.8880,0.62279,1.83042,1.49235,513.36,8.2783,1885.9,,0.54280,34.362,7.0143
"Sep 1999",64.710,0.99976,1.53957,13.1080,1.00000,0.37706,1.9852,38.428,1.00062,1.8977,0.61549,1.85377,1.47682,525.09,8.2779,1978.4,,0.54815,34.595,7.0802
"Oct 1999",64.639,0.99976,1.53594,12.8538,1.00000,0.37706,1.9924,37.682,1.00041,1.9689,0.60337,1.84497,1.47730,538.79,8.2783,1974.5,,0.53819,34.213,6.9435
"Nov 1999",65.657,0.99975,1.56546,13.3308,1.00000,0.37700,1.9807,39.081,1.00038,1.9296,0.61708,1.88182,1.46745,543.62,8.2760,1943.1,,0.55528,35.215,7.2048
"Dec 1999",66.502,0.99973,1.56100,13.6075,1.00000,0.37709,1.9805,39.892,1.00043,1.8449,0.61993,1.92404,1.47325,537.66,8.2778,1888.6,,0.56800,35.636,7.3569
"Jan 2000",66.679,0.99975,1.52350,13.5903,1.00000,0.37722,1.9804,39.841,0.99136,1.8043,0.60945,1.90981,1.44893,519.14,8.2782,1931.9,,0.56567,35.550,7.3513
"Feb 2000",69.118,0.99944,1.59280,13.9907,1.00000,0.37722,1.9888,41.015,0.99334,1.7756,0.62492,1.97840,1.45107,511.92,8.2778,1950.3,,0.58383,36.313,7.5700
"Mar 2000",71.878,0.99974,1.64047,14.2669,1.00000,0.37703,1.9903,41.825,0.98383,1.7414,0.63284,2.01410,1.46058,504.35,8.2783,1956.9,,0.59387,36.913,7.7216
"Apr 2000",73.210,0.99966,1.67675,14.5604,1.00000,0.37711,1.9916,42.686,0.99659,1.7683,0.63176,2.04302,1.46842,508.69,8.2779,1989.7,,0.60398,38.424,7.8836
"May 2000",73.321,0.99971,1.72918,15.1716,1.00000,0.37721,1.9825,44.477,0.98854,1.8260,0.66285,2.06966,1.49547,521.60,8.2776,2057.5,,0.62890,40.309,8.2239
"Jun 2000",71.876,0.99971,1.68067,14.4760,1.00000,0.37707,1.9810,42.438,0.98597,1.8090,0.66249,2.04471,1.47684,530.78,8.2770,2124.2,,0.60282,37.828,7.8480
"Jul 2000",71.656,0.99973,1.70356,14.6619,1.00000,0.37702,1.9875,42.983,0.99114,1.7973,0.66321,2.04935,1.47785,544.19,8.2798,2162.9,,0.61039,37.874,7.9472
"Aug 2000",73.823,0.99964,1.72214,15.2178,1.00000,0.37710,1.9953,44.613,1.00063,1.8090,0.67193,2.14604,1.48245,550.65,8.2795,2190.7,,0.63349,39.008,8.2471
"Sep 2000",75.107,0.99968,1.81145,15.8268,1.00000,0.37726,1.9948,46.398,1.00117,1.8390,0.69778,2.23254,1.48616,565.58,8.2785,2214.0,,0.66034,40.766,8.5850
"Oct 2000",76.464,0.99970,1.89403,16.1441,1.00000,0.37707,1.9910,47.328,1.00047,1.8806,0.68925,2.27934,1.51230,568.13,8.2786,2173.1,,0.67165,41.250,8.7387
"Nov 2000",75.769,0.99960,1.91596,16.1108,1.00000,0.37681,1.9905,47.231,1.00135,1.9468,0.70226,2.28066,1.54222,575.10,8.2780,2138.8,,0.66915,40.514,8.7292
"Dec 2000",72.717,0.99935,1.83146,15.3499,1.00000,0.37671,1.9882,45.000,1.00043,1.9624,0.68399,2.21058,1.52244,574.57,8.2770,2190.8,,0.63709,38.875,8.3207
"Jan 2001",70.621,0.99972,1.80146,14.6724,1.00000,0.37706,1.9833,43.014,1.00028,1.9552,0.67674,2.10139,1.50315,570.27,8.2773,2242.5,,0.61357,37.459,7.9615
"Feb 2001",72.142,0.99977,1.87435,14.9494,1.00000,0.37666,1.9848,43.826,0.99990,2.0050,0.68858,2.12314,1.52181,563.94,8.2773,2245.7,,0.62709,37.602,8.1087
"Mar 2001",72.971,0.99979,1.98778,15.1553,1.00000,0.37703,1.9879,44.429,1.00037,2.0945,0.69239,2.14618,1.55850,588.78,8.2779,2282.5,,0.63824,38.069,8.2209
"Apr 2001",73.446,0.99953,1.99453,15.4119,1.00000,0.37683,1.9870,45.182,1.00026,2.1942,0.69675,2.18203,1.55749,599.02,8.2770,2326.9,,0.64671,38.672,8.3607
"May 2001",74.544,0.99965,1.92459,15.7371,1.00000,0.37710,1.9882,46.135,1.00003,2.2919,0.70132,2.22472,1.54145,604.98,8.2775,2347.6,,0.65932,39.317,8.5328
"Jun 2001",76.704,0.99975,1.92995,16.1315,1.00000,0.37703,1.9885,47.291,1.00045,2.3785,0.71316,2.28412,1.52440,616.54,8.2766,2304.4,,0.67932,39.799,8.7384
"Jul 2001",76.212,0.99948,1.96345,15.9750,1.00000,0.37701,1.9886,46.832,1.00026,2.4760,0.70697,2.26121,1.53037,658.70,8.2767,2303.6,,0.67322,39.279,8.6420
"Aug 2001",73.854,0.99937,1.90504,15.2510,1.00000,0.37712,1.9883,44.710,1.00028,2.5128,0.69529,2.16297,1.54016,674.03,8.2768,2289.1,,0.64269,37.703,8.2518
"Sep 2001",73.505,0.99961,1.98309,15.0936,1.00000,0.37701,1.9901,44.249,1.00034,2.6737,0.68291,2.14340,1.56768,684.23,8.2771,2332.5,,0.63606,37.453,8.1660
"Oct 2001",74.148,0.99957,1.98291,15.2028,1.00000,0.37701,1.9848,44.569,1.00015,2.7370,0.68952,2.14963,1.57118,709.02,8.2771,2319.0,,0.63952,37.046,8.2177
"Nov 2001",74.670,0.99841,1.93520,15.5002,1.00000,0.37687,1.9862,45.441,1.00000,2.5470,0.69718,2.19187,1.59242,688.48,8.2768,2309.8,,0.64910,37.465,8.3863
"Dec 2001",75.453,0.99952,1.94473,15.4278,1.00000,0.37700,1.9877,45.228,1.00015,2.3646,0.69399,2.18161,1.57747,666.90,8.2770,2304.6,,0.64734,36.337,8.3462
"Jan 2002",76.992,1.57624,1.93396,15.5806,1.00000,0.37716,1.9906,45.676,1.00009,2.3783,0.69809,2.22643,1.60029,668.13,8.2760,2273.2,,0.65578,36.250,8.4166
"Feb 2002",77.499,2.04875,1.94879,15.8035,1.00000,0.37693,1.9904,46.330,1.00022,2.4234,0.70271,2.24044,1.59584,678.57,8.2768,2289.2,,0.66682,36.427,8.5336
"Mar 2002",78.474,2.53198,1.90399,15.6921,1.00000,0.37709,1.9877,46.003,1.00009,2.3453,0.70271,2.22691,1.58703,662.04,8.2770,2278.3,8.4379,0.65967,35.772,8.4756
"Apr 2002",79.481,2.97249,1.86813,15.5300,1.00000,0.37709,1.9861,45.528,1.00007,2.3212,0.69298,2.20305,1.58136,650.57,8.2772,2263.2,8.3471,0.65239,34.267,8.3930
"May 2002",78.162,3.35770,1.81821,15.0083,1.00000,0.37701,1.9802,43.999,1.00010,2.4771,0.68499,2.13134,1.54965,654.06,8.2769,2309.3,8.0511,0.63515,33.310,8.1090
"Jun 2002",78.812,3.68300,1.75981,14.3938,1.00000,0.37717,1.9808,42.197,0.99938,2.7115,0.67401,2.04457,1.53168,675.57,8.2769,2365.7,7.6760,0.61393,31.712,7.7755
"Jul 2002",79.762,3.62613,1.80656,13.8581,1.00000,0.37685,1.9820,40.627,1.00031,2.9383,0.64260,1.96355,1.54594,697.32,8.2765,2521.7,7.4239,0.58630,29.960,7.4831
"Aug 2002",78.760,3.61915,1.84508,14.0732,1.00000,0.37702,1.9803,41.257,0.99991,3.1063,0.65124,1.99079,1.56794,703.03,8.2766,2650.4,7.5462,0.59092,31.475,7.5958
"Sep 2002",78.046,3.65652,1.82938,14.0302,1.00000,0.37702,1.9761,41.131,1.00032,3.3522,0.64248,1.98586,1.57584,730.21,8.2763,2763.4,7.4858,0.58777,30.727,7.5735
"Oct 2002",77.816,3.66537,1.81678,14.0223,1.00000,0.37709,1.9838,41.108,1.00006,3.7937,0.64204,1.98461,1.57781,741.03,8.2772,2824.2,7.5927,0.58785,31.215,7.5714
"Nov 2002",78.875,3.55692,1.78170,13.7466,1.00000,0.37695,1.9851,40.300,1.00032,3.5908,0.63679,1.94695,1.57141,709.12,8.2771,2732.2,7.4512,0.57048,30.705,7.4203
"Dec 2002",78.620,3.52150,1.77761,13.5124,1.00000,0.37711,1.9822,39.613,1.00010,3.6285,0.63060,1.91173,1.55931,703.75,8.2773,2820.6,7.2847,0.56171,30.607,7.2928
"Jan 2003",77.818,3.27227,1.71457,12.9523,1.00000,0.37749,1.9872,37.971,1.00003,3.4348,0.61838,1.84198,1.54102,723.37,8.2772,2914.2,7.0797,0.54214,29.637,6.9967
"Feb 2003",78.572,3.18053,1.67947,12.7609,1.00000,0.37711,1.9878,37.410,1.00021,3.5937,0.62219,1.80940,1.51235,746.17,8.2780,2953.5,7.0532,0.53679,29.333,6.8925
"Mar 2003",77.671,3.08377,1.66258,12.7458,1.00000,0.37717,1.9862,37.366,1.00024,3.4541,0.63192,1.80491,1.47591,742.08,8.2770,2959.7,7.1076,0.53764,29.406,6.8796
"Apr 2003",77.703,2.90698,1.63987,12.6703,1.00000,0.37733,1.9888,37.144,0.99997,3.1107,0.63534,1.79338,1.45848,716.58,8.2774,2920.9,6.9430,0.53749,29.095,6.8371
"May 2003",77.296,2.83301,1.54545,11.9019,1.00000,0.37708,1.9638,34.892,1.00009,2.9442,0.61629,1.68860,1.38450,703.79,8.2769,2858.7,6.5181,0.50659,27.187,6.4223
"Jun 2003",78.402,2.80506,1.50306,11.7871,1.00000,0.37719,1.9936,34.555,1.00006,2.8831,0.60211,1.66702,1.35227,707.95,8.2770,2825.1,6.4533,0.50103,26.893,6.3608
"Jul 2003",76.553,2.78358,1.51322,12.1119,1.00000,0.37709,1.9807,35.507,1.00000,2.8801,0.61641,1.71257,1.38152,701.70,8.2771,2862.6,6.6037,0.51386,28.079,6.5437
"Aug 2003",76.907,2.91209,1.53361,12.3471,1.00000,0.37735,1.9807,36.197,1.00010,2.9967,0.62769,1.74618,1.39565,702.93,8.2774,2864.7,6.7372,0.52249,28.966,6.6693
"Sep 2003",76.529,2.91416,1.50756,12.2162,1.00000,0.37706,1.9825,35.813,1.00004,2.9187,0.61919,1.72845,1.36322,671.27,8.2765,2842.9,6.6641,0.51566,28.695,6.5938
"Oct 2003",75.396,2.84954,1.43899,11.7464,1.00000,0.37671,1.9826,34.436,1.00025,2.8573,0.59548,1.66155,1.32185,644.40,8.2771,2875.0,6.4854,0.49745,27.301,6.3430
"Nov 2003",72.451,2.88169,1.39638,11.7427,1.00000,0.37707,1.9828,34.425,1.00007,2.9131,0.59134,1.65905,1.31258,624.81,8.2777,2843.6,6.5052,0.49646,27.270,6.3466
"Dec 2003",68.395,2.96108,1.35292,11.1966,1.00000,0.37711,1.9792,32.824,1.00005,2.9232,0.57125,1.58709,1.31283,601.23,8.2769,2804.7,6.2442,0.47885,26.318,6.0554
"Jan 2004",71.711,2.88953,1.29709,10.8993,1.00000,0.37680,1.9802,31.953,1.00015,2.8507,0.54839,1.55265,1.29599,573.35,8.2763,2748.1,6.0976,0.46833,25.960,5.8998
"Feb 2004",71.341,2.93133,1.28604,10.8808,1.00000,0.37694,1.9907,31.898,1.00007,2.9309,0.53530,1.55826,1.32896,583.78,8.2773,2715.9,6.0493,0.46427,25.958,5.8923
"Mar 2004",69.960,2.90246,1.33383,11.2221,1.00000,0.37707,2.0136,32.899,1.00017,2.9054,0.54762,1.58575,1.32836,605.44,8.2768,2671.2,6.0996,0.47698,26.890,6.0752
"Apr 2004",70.654,2.84463,1.34530,11.4825,1.00000,0.37719,2.0306,33.662,1.00015,2.9066,0.55509,1.62163,1.34245,608.35,8.2773,2639.2,6.2717,0.48857,27.133,6.2116
"May 2004",71.278,2.91537,1.41909,11.4578,1.00000,0.37713,1.9903,33.590,0.99994,3.0918,0.55930,1.62199,1.37832,636.71,8.2770,2725.3,6.1748,0.48847,26.623,6.1956
"Jun 2004",70.650,2.95868,1.44148,11.3291,1.00000,0.37691,2.0049,33.212,1.00011,3.1280,0.54704,1.60951,1.35766,643.06,8.2766,2715.6,6.0773,0.48076,26.040,6.1203
"Jul 2004",72.024,2.95399,1.39573,11.2144,1.00000,0.37704,1.9802,32.876,1.00016,3.0340,0.54219,1.59463,1.32194,632.88,8.2764,2647.8,6.0150,0.47536,25.703,6.0599
"Aug 2004",72.635,3.01932,1.40549,11.2802,1.00000,0.37694,2.0019,33.069,1.00012,2.9985,0.54948,1.60611,1.31177,634.98,8.2772,2595.8,6.0331,0.47458,25.895,6.0956
"Sep 2004",72.715,2.99510,1.42264,11.2557,1.00000,0.37727,2.0279,32.997,0.99997,2.8893,0.55744,1.60233,1.28780,615.31,8.2766,2557.2,6.0836,0.47266,25.847,6.0845
"Oct 2004",73.558,2.96758,1.36297,11.0036,1.00000,0.37690,2.0353,32.258,0.99996,2.8508,0.55325,1.56563,1.24694,607.65,8.2762,2579.4,6.0267,0.46031,25.183,5.9471
"Nov 2004",73.172,2.95318,1.29675,10.5806,1.00000,0.37714,2.0346,31.018,1.00021,2.7871,0.53715,1.50845,1.19608,595.62,8.2760,2526.5,5.8125,0.44388,24.040,5.7143
"Dec 2004",71.957,2.96564,1.30558,10.2815,1.00000,0.37773,2.0345,30.141,1.00014,2.7188,0.51875,1.46168,1.21911,575.13,8.2758,2406.0,5.6424,0.43247,22.897,5.5537
"Jan 2005",71.882,2.95951,1.30638,10.5045,1.00000,0.37693,2.0382,30.795,1.00010,2.6918,0.53273,1.49379,1.22534,576.45,8.2765,2366.9,5.7624,0.44364,23.125,5.6802
"Feb 2005",71.691,2.91786,1.27974,10.5742,1.00000,0.37744,2.0141,30.999,1.00005,2.5969,0.52987,1.50295,1.23967,572.91,8.2763,2337.8,5.7744,0.44765,23.023,5.7196
"Mar 2005",70.959,2.92304,1.27384,10.4307,1.00000,0.37710,1.9930,30.579,1.00000,2.7056,0.52477,1.48232,1.21610,587.03,8.2771,2356.9,5.6530,0.44154,22.575,5.6451
"Apr 2005",71.270,2.91124,1.29257,10.6324,1.00000,0.37683,1.9939,31.170,1.00000,2.5777,0.52747,1.51093,1.23602,579.94,8.2769,2349.8,5.7088,0.45018,23.277,5.7565
"May 2005",71.823,2.89589,1.30498,10.8433,1.00000,0.37711,1.9932,31.788,1.00000,2.4527,0.53907,1.54058,1.25551,578.55,8.2765,2339.9,5.7761,0.45549,23.823,5.8662
"Jun 2005",72.083,2.88830,1.30460,11.3206,1.00000,0.37700,1.9936,33.188,1.00000,2.4160,0.55017,1.60794,1.24021,584.89,8.2764,2332.8,6.0196,0.47194,24.710,6.1253
"Jul 2005",72.454,2.87013,1.32961,11.4358,1.00000,0.37686,1.9953,33.525,1.00000,2.3725,0.57146,1.62518,1.22274,574.64,8.2177,2322.9,6.0710,0.47599,25.084,6.1971
"Aug 2005",71.605,2.87949,1.31362,11.1889,1.00000,0.37685,1.9940,32.802,1.00000,2.3623,0.55701,1.59050,1.20402,544.89,8.1012,2306.8,5.9946,0.46581,24.044,6.0657
"Sep 2005",71.508,2.90276,1.30709,11.2483,1.00000,0.37707,1.9932,32.976,1.00000,2.2956,0.55368,1.59802,1.17759,536.19,8.0773,2295.3,6.0792,0.46816,23.975,6.0978
"Oct 2005",71.797,2.95551,1.32721,11.4467,1.00000,0.37692,1.9926,33.557,1.00000,2.2546,0.56660,1.62734,1.17757,536.23,8.0733,2293.2,6.1386,0.47664,24.695,6.2075
"Nov 2005",72.530,2.98222,1.35977,11.6739,1.00000,0.37690,1.9940,34.223,1.00000,2.2133,0.57672,1.65943,1.18108,529.51,8.0772,2280.3,6.2613,0.48597,24.826,6.3286
"Dec 2005",72.108,3.01483,1.34604,11.6014,1.00000,0.37681,1.9940,34.011,1.00000,2.2778,0.57262,1.64962,1.16100,513.85,8.0738,2279.6,6.2323,0.48340,24.458,6.2850
"Jan 2006",71.823,3.07317,1.33233,11.3488,1.00000,0.37710,1.9943,33.270,1.00000,2.2681,0.56552,1.61398,1.15729,526.05,8.0642,2273.2,6.0833,0.47285,23.659,6.1539
"Feb 2006",72.045,3.07968,1.34845,11.5258,1.00000,0.37689,1.9995,33.789,1.00000,2.1576,0.57220,1.63786,1.14889,525.36,8.0491,2255.0,6.1308,0.48074,23.801,6.2520
"Mar 2006",72.158,3.08566,1.37687,11.4410,1.00000,0.37695,1.9957,33.541,1.00000,2.1540,0.57339,1.62695,1.15740,529.40,8.0347,2265.4,6.0958,0.47799,23.813,6.2032
"Apr 2006",71.434,3.08420,1.35675,11.2052,1.00000,0.37709,1.9979,32.849,1.00000,2.1288,0.56543,1.59413,1.14377,516.77,8.0149,2339.0,5.9588,0.46884,23.221,6.0767
"May 2006",69.975,3.06772,1.30871,10.7827,1.00000,0.37705,1.9957,31.611,1.00000,2.1685,0.53557,1.53229,1.10946,521.09,8.0140,2422.1,5.6963,0.45068,22.144,5.8427
"Jun 2006",72.257,3.09431,1.35184,10.8702,1.00000,0.37697,1.9985,31.867,1.00000,2.2506,0.54255,1.54529,1.11385,543.23,8.0060,2552.9,5.7305,0.45463,22.421,5.8904
"Jul 2006",71.763,3.10191,1.32851,10.8524,1.00000,0.37686,1.9990,31.815,1.00000,2.1901,0.54218,1.54226,1.12924,540.89,7.9893,2505.0,5.7186,0.45336,22.435,5.8843
"Aug 2006",70.950,3.09574,1.31069,10.7447,1.00000,0.37676,2.0000,31.499,1.00000,2.1551,0.52824,1.52692,1.11826,538.64,7.9739,2385.7,5.6914,0.44934,22.016,5.8262
"Sep 2006",71.313,3.11191,1.32499,10.8170,1.00000,0.37687,2.0000,31.711,1.00000,2.1693,0.53088,1.53735,1.11617,538.30,7.9339,2399.1,5.8153,0.45293,22.321,5.8646
"Oct 2006",71.512,3.12108,1.32577,10.9067,1.00000,0.37707,2.0000,31.974,1.00000,2.1469,0.53297,1.55013,1.12860,530.14,7.9028,2357.9,5.8563,0.45680,22.422,5.9093
"Nov 2006",70.650,3.09620,1.29334,10.6733,1.00000,0.37693,2.0000,31.290,1.00000,2.1569,0.52277,1.51830,1.13620,527.46,7.8632,2291.7,5.6992,0.44803,21.726,5.7835
"Dec 2006",69.837,3.07549,1.27247,10.4175,1.00000,0.37706,2.0000,30.540,1.00000,2.1488,0.50940,1.48025,1.15300,527.68,7.8220,2261.8,5.5674,0.43732,21.023,5.6441
"Jan 2007",71.026,3.10548,1.27796,10.5938,1.00000,0.37708,2.0000,31.057,1.00000,2.1386,0.51053,1.50527,1.17593,541.24,7.7893,2236.6,5.6738,0.44521,21.452,5.7384
"Feb 2007",71.169,3.11562,1.27710,10.5183,1.00000,0.37700,2.0000,30.836,1.00000,2.0955,0.51063,1.49572,1.17066,542.09,7.7514,2226.6,5.6269,0.44288,21.591,5.6975
"Mar 2007",70.273,3.11902,1.26122,10.3891,1.00000,0.37684,2.0000,30.457,1.00000,2.0895,0.51355,1.47713,1.16823,538.53,7.7384,2200.0,5.5570,0.43749,21.177,5.6245
"Apr 2007",70.073,3.11713,1.20820,10.1789,1.00000,0.37699,2.0000,29.841,1.00000,2.0310,0.50282,1.44689,1.13425,531.73,7.7235,2140.9,5.4803,0.42890,20.715,5.5132
"May 2007",70.343,3.11330,1.21165,10.1800,1.00000,0.37687,2.0000,29.844,1.00000,1.9846,0.50386,1.44623,1.09490,522.02,7.6760,2002.9,5.4218,0.42984,20.899,5.5128
"Jun 2007",70.435,3.09981,1.18729,10.2535,1.00000,0.37695,2.0000,30.059,1.00000,1.9331,0.50338,1.45791,1.06517,526.84,7.6305,1928.1,5.4623,0.43441,21.278,5.5474
"Jul 2007",69.635,3.13769,1.15293,10.0253,1.00000,0.37674,2.0000,29.390,1.00000,1.8816,0.49135,1.42492,1.05034,519.44,7.5727,1951.2,5.3145,0.42491,20.636,5.4211
"Aug 2007",69.567,3.20407,1.20909,10.1052,1.00000,0.37688,2.0000,29.625,1.00000,1.9657,0.49753,1.43685,1.05822,522.85,7.5732,2071.2,5.3727,0.42927,20.447,5.4660
"Sep 2007",68.421,3.20136,1.18047,9.8842,1.00000,0.37723,2.0000,28.977,1.00000,1.8996,0.49545,1.40638,1.02535,515.47,7.5208,2107.3,5.2525,0.41967,19.797,5.3521
"Oct 2007",67.630,3.20137,1.11198,9.6665,1.00000,0.37710,2.0000,28.338,1.00000,1.7995,0.48905,1.37452,0.97523,500.42,7.5022,1999.9,5.1486,0.41047,19.196,5.2356
"Nov 2007",66.736,3.16406,1.11663,9.3723,1.00000,0.37550,2.0000,27.476,1.00000,1.7672,0.48310,1.33309,0.96712,507.09,7.4212,2048.7,4.9962,0.39792,18.188,5.0775
"Dec 2007",67.141,3.15813,1.14736,9.4514,1.00000,0.37546,2.0000,27.708,1.00000,1.7868,0.49572,1.34394,1.00315,498.81,7.3705,2014.0,5.0252,0.40201,18.078,5.1238
"Jan 2008",66.946,3.17546,1.13471,9.3521,1.00000,0.37606,2.0000,27.417,1.00000,1.7749,0.50791,1.32967,1.01113,478.81,7.2408,1978.8,4.9705,0.39778,17.711,5.0634
"Feb 2008",66.741,3.17538,1.09538,9.3286,1.00000,0.37609,2.0000,27.348,1.00000,1.7298,0.50922,1.32707,0.99909,466.63,7.1661,1897.5,4.9299,0.39678,17.203,5.0534
"Mar 2008",65.493,3.17875,1.08352,8.8660,1.00000,0.37680,2.0000,25.992,1.00000,1.7088,0.49945,1.25933,1.00203,441.94,7.0743,1844.9,4.6814,0.37710,16.232,4.8038
"Apr 2008",65.224,3.20391,1.07448,8.7355,1.00000,0.37729,2.0000,25.609,1.00000,1.6879,0.50470,1.24097,1.01389,447.42,6.9985,1792.4,4.6124,0.37155,15.905,4.7361
"May 2008",64.309,3.22911,1.05329,8.8407,1.00000,0.37670,2.0000,25.918,1.00000,1.6596,0.50851,1.25622,0.99937,470.70,6.9720,1774.5,4.6602,0.37603,16.120,4.7931
"Jun 2008",63.641,3.11681,1.05154,8.8433,1.00000,0.37694,2.0000,25.925,1.00000,1.6185,0.50857,1.25637,1.01673,496.21,6.8988,1731.3,4.6574,0.37614,15.616,4.7934
"Jul 2008",62.190,3.06414,1.03919,8.7341,1.00000,0.37685,2.0000,25.605,1.00000,1.5904,0.50294,1.24053,1.01270,499.54,6.8362,1770.9,4.5888,0.37149,14.938,4.7354
"Aug 2008",61.021,3.06767,1.13831,9.2234,1.00000,0.37692,2.0000,27.039,1.00000,1.6155,0.53145,1.30922,1.05439,517.35,6.8525,1853.6,4.8230,0.39230,16.306,4.9999
"Sep 2008",60.999,3.12574,1.22510,9.6003,1.00000,0.37735,2.0000,28.144,1.00000,1.8039,0.55663,1.36348,1.05830,534.41,6.8373,2086.5,4.9631,0.40833,17.038,5.2033
"Oct 2008",62.523,3.31934,1.46201,10.3852,1.00000,0.37780,2.0000,30.446,1.00000,2.1771,0.59390,1.47542,1.18475,627.60,6.8354,2300.5,5.4048,0.44172,18.713,5.6257
"Nov 2008",69.114,3.37987,1.51899,10.7933,1.00000,0.37636,2.0000,31.642,1.00000,2.2699,0.65292,1.53534,1.21817,651.32,6.8283,2327.2,5.5945,0.45908,19.770,5.8428
"Dec 2008",71.166,3.47579,1.49093,10.2248,1.00000,0.37688,2.0000,29.975,1.00000,2.3976,0.67315,1.45316,1.23450,650.05,6.8547,2256.3,5.3625,0.43490,19.397,5.5362
"Jan 2009",71.977,3.52775,1.48357,10.3981,1.00000,0.37745,2.0000,30.483,1.00000,2.3100,0.69212,1.47675,1.22630,622.53,6.8364,2262.7,5.5583,0.44227,20.554,5.6316
"Feb 2009",71.899,3.57927,1.53856,10.7561,1.00000,0.37706,2.0000,31.533,1.00000,2.3210,0.69395,1.52787,1.24514,605.74,6.8362,2520.2,5.8023,0.45749,22.261,5.8242
"Mar 2009",72.909,3.74190,1.50248,10.5540,1.00000,0.37727,2.0000,30.940,1.00000,2.3169,0.70607,1.49836,1.26451,592.61,6.8365,2472.5,5.7074,0.44890,20.895,5.7146
"Apr 2009",73.003,3.73276,1.39767,10.4251,1.00000,0.37685,2.0000,30.562,1.00000,2.2053,0.67966,1.48158,1.22404,582.77,6.8311,2366.1,5.6119,0.44342,20.241,5.6433
"May 2009",72.363,3.76815,1.30659,10.0695,1.00000,0.37725,2.0000,29.520,1.00000,2.0665,0.64786,1.43053,1.15092,565.79,6.8236,2222.2,5.3783,0.42829,19.562,5.4491
"Jun 2009",72.994,3.84211,1.24650,9.8199,1.00000,0.37680,2.0000,28.788,1.00000,1.9593,0.61105,1.39547,1.12653,550.54,6.8344,2090.2,5.2060,0.41768,18.920,5.3134
"Jul 2009",73.066,3.85777,1.24371,9.7708,1.00000,0.37717,2.0000,28.644,1.00000,1.9342,0.61096,1.38902,1.12218,540.90,6.8315,2042.6,5.2049,0.41559,18.333,5.2872
"Aug 2009",72.908,3.85853,1.19749,9.6499,1.00000,0.37676,2.0000,28.290,1.00000,1.8459,0.60565,1.37205,1.08821,547.79,6.8329,2020.7,5.1399,0.41044,17.987,5.2200
"Sep 2009",72.431,3.85327,1.16023,9.4427,1.00000,0.37697,2.0000,27.682,1.00000,1.8192,0.61282,1.34231,1.08176,548.83,6.8283,1972.9,5.0121,0.40163,17.390,5.1071
"Oct 2009",72.244,3.82777,1.10347,9.2855,1.00000,0.37657,2.0000,27.221,1.00000,1.7383,0.61704,1.32014,1.05485,544.80,6.8271,1909.5,4.8832,0.39494,17.478,5.0229
"Nov 2009",72.227,3.81129,1.08807,9.2287,1.00000,0.37707,2.0000,27.055,1.00000,1.7295,0.60272,1.31134,1.05957,505.62,6.8272,1974.3,4.8926,0.39253,17.339,4.9909
"Dec 2009",72.410,3.82338,1.10811,9.4368,1.00000,0.37641,2.0000,27.665,1.00000,1.7520,0.61605,1.34058,1.05440,502.49,6.8277,2019.1,5.0036,0.40138,17.889,5.1037
"Jan 2010",72.043,3.87431,1.09513,9.6433,1.00000,0.37680,2.0000,28.270,1.00000,1.7817,0.61872,1.37063,1.04293,501.47,6.8273,1974.0,5.1120,0.41016,18.306,5.2161
"Feb 2010",72.997,3.92014,1.12908,10.0629,1.00000,0.37731,2.0000,29.500,1.00000,1.8430,0.64037,1.43030,1.05682,532.21,6.8290,1950.7,5.3397,0.42801,18.989,5.4434
"Mar 2010",72.896,3.89993,1.09630,10.1413,1.00000,0.37690,2.0000,29.731,1.00000,1.7859,0.66414,1.43976,1.02300,523.01,6.8258,1908.7,5.3512,0.43135,18.816,5.4845
"Apr 2010",73.159,3.90125,1.07946,10.2604,1.00000,0.37699,2.0000,30.080,1.00000,1.7569,0.65211,1.45801,1.00506,520.52,6.8259,1941.3,5.4116,0.43641,18.873,5.5500
"May 2010",74.290,3.93692,1.14892,10.9639,1.00000,0.37689,2.0000,32.142,1.00000,1.8130,0.68181,1.55879,1.03992,534.11,6.8276,1985.6,5.7877,0.46633,20.462,5.9290
"Jun 2010",74.803,4.00854,1.17199,11.2599,1.00000,0.37640,2.0000,33.010,1.00000,1.8055,0.67741,1.60217,1.03793,537.16,6.8188,1925.4,5.9076,0.47892,21.094,6.0882
"Jul 2010",74.165,4.00112,1.13926,10.7423,1.00000,0.37688,2.0000,31.492,1.00000,1.7690,0.65369,1.52771,1.04269,530.06,6.7761,1870.7,5.6348,0.45691,19.735,5.8183
