http://fx.sauder.ubc.ca/data.html
"PACIFIC Exchange Rate Service"
"MMM YYYY","NLG/USD","XCD/USD","EGP/USD","EEK/USD","EUR/USD","FJD/USD","FIM/USD","FRF/USD","XAF/USD","XPF/USD","DEM/USD","GHS/USD","XAU/USD","GRD/USD","HNL/USD","HKD/USD","HUF/USD","ISK/USD","INR/USD","IDR/USD"
"Jul 2009",1.5648,,5.5759,,0.71007,2.0476,4.2219,4.6578,465.77,84.736,1.3888,1.49975,0.00107097,241.96,18.895,7.7501,193.49,127.343,48.401,10083.4
"Aug 2009",1.5454,,5.5460,,0.70128,1.9998,4.1696,4.6001,459.99,83.682,1.3716,1.47025,0.00105425,238.96,18.895,7.7507,189.50,127.095,48.294,9965.6
"Sep 2009",1.5122,,5.5219,,0.68623,1.9526,4.0801,4.5014,450.12,81.889,1.3421,1.45342,0.00100349,233.83,18.895,7.7503,186.42,124.448,48.310,9836.1
"Oct 2009",1.4871,,5.4727,,0.67480,1.8942,4.0122,4.4264,442.63,80.533,1.3198,1.44401,0.00095958,229.94,18.895,7.7500,181.24,123.972,46.675,9466.2
"Nov 2009",1.4780,,5.4589,,0.67067,1.8863,3.9876,4.3993,439.95,80.026,1.3117,1.43186,0.00088780,228.53,18.895,7.7500,181.80,123.753,46.558,9443.7
"Dec 2009",1.5113,,5.4833,,0.68580,1.9125,4.0776,4.4985,449.84,81.835,1.3413,1.42970,0.00088229,233.69,18.895,7.7526,187.58,125.344,46.545,9454.6
"Jan 2010",1.5444,,5.4449,,0.70080,1.9058,4.1668,4.5970,459.70,83.628,1.3707,1.42589,0.00089438,238.80,18.895,7.7625,188.86,125.909,45.903,9266.3
"Feb 2010",1.6116,,5.4819,,0.73130,1.9436,4.3481,4.7970,479.70,87.272,1.4303,1.43011,0.00091266,249.19,18.895,7.7673,198.37,128.283,46.292,9339.9
"Mar 2010",1.6241,,5.4850,,0.73700,1.9292,4.3820,4.8344,483.44,87.952,1.4414,1.41800,0.00089833,251.13,18.895,7.7614,195.52,127.580,45.466,9166.2
"Apr 2010",1.6432,,5.5276,,0.74565,1.9205,4.4335,4.8912,489.11,88.976,1.4584,1.41744,0.00087066,254.08,18.895,7.7627,197.91,127.604,44.437,9023.7
"May 2010",1.7559,,5.6174,,0.79678,1.9744,4.7374,5.2265,522.66,95.084,1.5584,1.42235,0.00082913,271.50,18.895,7.7852,220.73,129.626,45.758,9169.9
"Jun 2010",1.8033,,5.6752,,0.81829,1.9941,4.8653,5.3676,536.79,97.647,1.6004,1.43243,0.00081121,278.83,18.895,7.7882,230.31,128.347,46.527,9134.5
"Jul 2010",1.7204,,5.6970,,0.78067,1.9534,4.6417,5.1209,512.09,93.159,1.5269,1.44823,0.00083978,266.01,18.895,7.7754,221.24,123.083,46.796,9029.5
"Aug 2010",1.7101,,5.6855,,0.77603,1.9311,4.6141,5.0904,508.65,92.534,1.5178,1.43377,0.00082172,264.43,18.895,7.7708,218.28,119.423,46.539,8966.3
"Sep 2010",1.6829,,5.7042,,0.76365,1.8985,4.5405,5.0092,500.92,91.129,1.4936,1.42917,0.00078637,260.21,18.895,7.7647,215.21,116.544,45.888,8979.6
"Oct 2010",1.5854,,5.7306,,0.71944,1.8498,4.2776,4.7192,471.94,85.848,1.4071,1.42784,0.00074552,245.15,18.895,7.7584,197.21,111.714,44.370,8933.6
"Nov 2010",1.6164,,5.7593,,0.73349,1.8324,4.3611,4.8114,481.12,87.528,1.4346,1.44091,0.00073090,249.94,18.895,7.7552,202.35,112.698,44.989,8947.8
"Dec 2010",1.6655,,5.7958,11.684,0.75576,1.8467,4.4936,4.9575,495.74,90.187,1.4781,1.46453,0.00071923,257.53,18.894,7.7734,209.63,115.806,45.088,9024.7
"Jan 2011",1.6493,,5.8149,11.711,0.74844,1.8363,4.4500,4.9094,490.95,89.304,1.4638,1.50520,0.00073742,255.03,18.895,7.7810,205.98,116.979,45.434,9035.2
"Feb 2011",1.6138,,5.8806,11.458,0.73231,1.8261,4.3541,4.8037,480.36,87.383,1.4323,1.52148,0.00072773,249.54,18.895,7.7896,198.52,116.600,45.374,8913.2
"Mar 2011",1.5721,,5.9275,11.162,0.71337,1.8284,4.2415,4.6794,467.94,85.128,1.3952,1.52510,0.00070229,243.08,18.895,7.7916,193.33,115.217,44.925,8753.7
"Apr 2011",1.5248,,5.9569,10.826,0.69192,1.7730,4.1140,4.5387,453.88,82.577,1.3533,1.50873,0.00067879,235.77,18.895,7.7720,183.59,112.965,44.341,8644.3
"May 2011",1.5365,,5.9460,10.910,0.69725,1.7625,4.1457,4.5737,457.38,83.200,1.3637,1.50885,0.00066216,237.59,18.895,7.7747,186.22,114.525,44.902,8559.0
"Jun 2011",1.5303,2.6699,5.9494,10.865,0.69441,1.7587,4.1288,4.5550,455.49,82.871,1.3581,1.51507,0.00065424,236.62,18.895,7.7853,185.14,115.026,44.807,8561.4
"Jul 2011",1.5439,2.6700,5.9571,10.962,0.70060,1.7406,4.1656,4.5956,459.57,83.599,1.3703,1.51308,0.00063438,238.73,18.892,7.7894,187.58,116.093,44.397,8529.5
"Aug 2011",1.5370,2.6700,5.9609,10.913,0.69748,1.7490,4.1470,4.5752,457.54,83.235,1.3642,1.52631,0.00056833,237.67,18.803,7.7971,190.05,114.429,45.377,8522.8
"Sep 2011",1.6036,2.6700,5.9631,11.386,0.72768,1.7862,4.3266,4.7732,477.33,86.838,1.4232,1.56200,0.00056777,247.96,18.871,7.7946,207.46,116.772,47.699,8729.7
"Oct 2011",1.6054,2.6701,5.9681,11.398,0.72848,1.8128,4.3314,4.7785,477.85,86.930,1.4248,1.61360,0.00060070,248.23,18.920,7.7778,216.62,115.776,49.216,8867.8
"Nov 2011",1.6270,2.6700,5.9681,11.552,0.73829,1.8202,4.3897,4.8428,484.31,88.103,1.4440,1.62213,0.00057507,251.57,18.935,7.7819,228.21,117.378,50.753,8994.9
"Dec 2011",1.6751,2.6700,6.0185,11.894,0.76015,1.8252,4.5196,4.9863,498.61,90.708,1.4867,1.64023,0.00060628,259.02,18.949,7.7771,231.72,121.107,52.389,9048.0
"Jan 2012",1.7088,2.6700,6.0370,12.133,0.77542,1.8010,4.6104,5.0864,508.61,92.538,1.5166,1.69309,0.00060420,264.22,19.041,7.7628,237.92,123.914,51.029,9051.4
"Feb 2012",1.6646,2.6757,6.0350,11.819,0.75535,1.7553,4.4911,4.9548,495.46,90.135,1.4773,1.69851,0.00057394,257.39,19.057,7.7546,219.44,123.436,49.183,9009.0
"Mar 2012",1.6686,2.6778,6.0344,11.848,0.75720,1.7641,4.5021,4.9669,496.69,90.362,1.4809,1.74163,0.00059769,258.01,19.056,7.7622,221.36,126.381,50.370,9148.6
"Apr 2012",1.6742,2.6690,6.0426,11.887,0.75972,1.7811,4.5171,4.9835,498.34,90.661,1.4859,1.80969,0.00060609,258.88,19.055,7.7619,223.97,126.814,51.732,9153.1
"May 2012",1.7229,2.6700,6.0417,12.233,0.78181,1.8260,4.6484,5.1283,512.80,93.297,1.5291,1.88317,0.00063011,266.40,19.055,7.7635,229.40,127.174,54.289,9256.6
"Jun 2012",1.7573,2.6713,6.0489,12.477,0.79744,1.8548,4.7413,5.2308,523.06,95.159,1.5596,1.92115,0.00062642,271.73,19.055,7.7592,233.89,127.335,55.963,9403.3
"Jul 2012",1.7956,2.6696,6.0636,12.749,0.81479,1.8071,4.8445,5.3447,534.46,97.225,1.5936,1.95291,0.00062743,277.64,19.074,7.7562,233.18,125.679,55.392,9438.5
"Aug 2012",1.7766,2.6700,6.0838,12.614,0.80619,1.7799,4.7934,5.2883,528.83,96.199,1.5768,1.94520,0.00061485,274.71,19.459,7.7563,224.83,120.278,55.505,9498.6
"Sep 2012",1.7106,2.6684,6.0936,12.145,0.77623,1.7770,4.6152,5.0917,509.20,92.627,1.5182,1.90948,0.00057248,264.50,19.619,7.7541,220.40,122.910,54.408,9556.7
"Oct 2012",1.6987,2.6681,6.1005,12.061,0.77082,1.7820,4.5831,5.0562,505.63,91.987,1.5076,1.88677,0.00057239,262.66,19.690,7.7516,217.23,124.219,53.069,9593.0
"Nov 2012",1.7165,2.6695,6.1056,12.188,0.77893,1.7795,4.6313,5.1094,510.95,92.958,1.5235,1.88954,0.00058130,265.42,19.788,7.7505,219.79,127.064,54.798,9613.5
"Dec 2012",1.6807,2.6684,6.1664,11.933,0.76265,1.7744,4.5345,5.0027,500.25,91.003,1.4916,1.89496,0.00059282,259.87,19.844,7.7502,218.25,126.515,54.625,9642.0
"Jan 2013",1.6567,2.6695,6.5714,11.763,0.75177,1.7690,4.4698,4.9313,493.13,89.718,1.4703,1.90247,0.00059850,256.16,19.909,7.7531,220.37,128.488,54.210,9658.0
"Feb 2013",1.6515,2.6652,6.7246,11.725,0.74940,1.7704,4.4557,4.9157,491.59,89.428,1.4657,1.90710,0.00061438,255.36,19.915,7.7553,219.26,127.507,53.819,9675.8
"Mar 2013",1.7005,2.6684,6.7757,12.074,0.77165,1.7833,4.5880,5.0617,506.19,92.086,1.5092,1.92882,0.00062784,262.94,19.758,7.7591,233.74,125.219,54.421,9708.6
"Apr 2013",1.6920,2.6696,6.8805,12.013,0.76779,1.7781,4.5651,5.0364,503.63,91.614,1.5017,1.95292,0.00067510,261.63,19.435,7.7631,229.38,118.753,54.324,9710.4
"May 2013",1.6971,2.6700,6.9668,12.050,0.77012,1.8069,4.5789,5.0516,505.16,91.902,1.5062,1.98794,0.00070644,262.42,19.519,7.7617,225.49,121.007,55.009,9750.9
"Jun 2013",1.6701,2.6690,6.9980,11.858,0.75784,1.8531,4.5059,4.9711,497.11,90.431,1.4822,2.01048,0.00074681,258.24,20.276,7.7603,224.17,121.746,58.410,9865.8
"Jul 2013",1.6848,2.6677,7.0084,11.962,0.76454,1.8923,4.5457,5.0150,501.50,91.237,1.4953,2.05440,0.00077669,260.52,20.284,7.7568,225.61,122.458,59.810,10081.0
"Aug 2013",1.6550,2.6681,6.9892,11.751,0.75100,1.8860,4.4653,4.9262,492.63,89.618,1.4688,2.12038,0.00074190,255.90,20.391,7.7555,224.74,119.654,62.937,10534.2
"Sep 2013",1.6494,2.6695,6.9036,11.711,0.74846,1.8626,4.4501,4.9096,490.95,89.317,1.4639,2.17611,0.00074286,255.04,20.371,7.7545,224.08,121.120,63.683,11336.5
"Oct 2013",1.6151,2.6681,6.8908,11.467,0.73289,1.8359,4.3576,4.8074,480.75,87.452,1.4334,2.19457,0.00075927,249.73,20.439,7.7538,215.86,120.685,61.607,11346.1
"Nov 2013",1.6329,2.6700,6.8870,11.594,0.74099,1.8483,4.4057,4.8606,486.08,88.430,1.4492,2.25467,0.00078435,252.49,20.455,7.7524,220.91,121.513,62.525,11602.5
"Dec 2013",1.6076,2.6700,6.9011,11.414,0.72949,1.8760,4.3374,4.7852,478.53,87.058,1.4268,2.32859,0.00081625,248.58,20.418,7.7536,218.86,117.147,61.812,12084.8
"Jan 2014",1.6186,2.6700,6.9613,11.493,0.73450,1.8856,4.3672,4.8180,481.82,87.648,1.4366,2.38573,0.00080343,250.28,20.032,7.7579,222.08,115.811,62.098,12164.1
"Feb 2014",1.6127,2.6558,6.9611,11.451,0.73183,1.8763,4.3513,4.8005,480.05,87.330,1.4313,2.51202,0.00076992,249.37,19.720,7.7587,226.94,114.057,62.215,11911.9
"Mar 2014",1.5938,2.6196,6.9614,11.316,0.72323,1.8592,4.3001,4.7441,474.41,86.298,1.4145,2.59758,0.00074875,246.44,19.321,7.7614,225.35,112.859,60.968,11412.2
"Apr 2014",1.5958,2.6762,6.9845,11.330,0.72414,1.8352,4.3056,4.7501,475.02,86.420,1.4163,2.76870,0.00076988,246.75,19.148,7.7542,222.54,112.324,60.355,11438.9
"May 2014",1.6046,2.6901,7.0852,11.393,0.72812,1.8334,4.3292,4.7761,477.60,86.888,1.4241,2.92342,0.00077668,248.11,19.988,7.7525,221.64,112.730,59.351,11542.8
"Jun 2014",1.6210,2.6929,7.1491,11.509,0.73558,1.8323,4.3736,4.8251,482.50,87.776,1.4387,3.11391,0.00078217,250.65,20.818,7.7517,225.12,113.656,59.742,11891.1
"Jul 2014",1.6289,2.7000,7.1513,11.566,0.73917,1.8343,4.3949,4.8486,484.88,88.204,1.4457,3.42332,0.00076331,251.87,20.937,7.7504,229.04,114.415,60.064,11645.6
"Aug 2014",1.6557,2.6960,7.1502,11.756,0.75134,1.8537,4.4673,4.9285,492.87,89.664,1.4695,3.71499,0.00077208,256.02,21.043,7.7505,235.99,115.991,60.830,11699.6
"Sep 2014",1.7099,2.6676,7.1498,12.141,0.77593,1.8883,4.6135,5.0898,508.98,92.602,1.5176,3.50692,0.00080891,264.40,21.043,7.7527,242.91,119.126,60.898,11896.1
"Oct 2014",1.7384,2.6600,7.1493,12.343,0.78886,1.9210,4.6904,5.1746,517.44,94.140,1.5429,3.21349,0.00081841,268.80,21.221,7.7575,242.90,120.767,61.355,12152.1
"Nov 2014",1.7669,2.6599,7.1501,12.545,0.80179,1.9397,4.7672,5.2594,525.93,95.681,1.5682,3.20962,0.00084959,273.21,21.231,7.7544,246.13,123.623,61.701,12165.4
"Dec 2014",1.7876,2.6671,7.1500,12.692,0.81119,1.9761,4.8231,5.3211,532.08,96.809,1.5866,3.21229,0.00083184,276.41,21.086,7.7544,252.28,125.122,62.720,12432.8
"Jan 2015",1.8982,2.6890,7.2745,13.477,0.86135,2.0032,5.1214,5.6501,565.01,102.791,1.6847,3.26357,0.00079952,293.50,21.001,7.7533,272.23,131.634,62.125,12583.8
"Feb 2015",1.9418,2.6900,7.5930,13.787,0.88114,2.0361,5.2390,5.7799,578.00,105.147,1.7234,3.42238,0.00081525,300.25,21.000,7.7553,270.10,132.078,61.992,12783.3
"Mar 2015",2.0376,2.6900,7.6010,14.467,0.92463,2.0494,5.4976,6.0651,606.50,110.339,1.8084,3.66203,0.00084873,315.07,21.254,7.7587,280.73,137.012,62.489,13070.8
"Apr 2015",2.0384,2.6900,7.5998,14.473,0.92497,2.0369,5.4996,6.0674,606.73,110.375,1.8091,3.83848,0.00083483,315.18,21.473,7.7510,277.20,135.748,62.680,12935.1
"May 2015",1.9772,2.6900,7.6158,14.039,0.89722,2.0269,5.3347,5.8854,588.53,107.066,1.7548,3.96414,0.00083504,305.73,21.860,7.7529,274.99,132.664,63.707,13144.3
"Jun 2015",1.9635,2.6900,7.6289,13.941,0.89100,2.0633,5.2976,5.8446,584.45,106.324,1.7426,4.30753,0.00084608,303.61,21.706,7.7530,278.15,132.183,63.784,13310.3
"Jul 2015",2.0039,2.6901,7.8171,14.228,0.90935,2.1101,5.4068,5.9650,596.53,108.516,1.7785,3.59575,0.00088836,309.86,21.714,7.7517,283.02,134.075,63.607,13381.5
"Aug 2015",1.9780,2.6899,7.8276,14.044,0.89759,2.1319,5.3368,5.8878,588.77,107.115,1.7555,4.06452,0.00089414,305.85,21.759,7.7533,279.85,131.667,65.163,13806.9
"Sep 2015",1.9628,2.6900,7.8278,13.936,0.89069,2.1521,5.2958,5.8425,584.27,106.289,1.7420,3.89200,0.00088918,303.50,21.740,7.7503,278.91,128.078,66.179,14430.0
"Oct 2015",1.9632,2.6909,7.9337,13.939,0.89085,2.1217,5.2967,5.8436,584.35,106.292,1.7423,3.80740,0.00086302,303.56,21.867,7.7501,277.21,126.490,65.029,13790.6
"Nov 2015",2.0560,2.6900,7.9090,14.598,0.93296,2.1412,5.5471,6.1198,611.94,111.336,1.8247,3.81682,0.00091819,317.91,21.787,7.7509,291.27,131.365,66.131,13684.4
"Dec 2015",2.0250,2.6800,7.8262,14.378,0.91892,2.1407,5.4637,6.0277,602.77,109.651,1.7973,3.81319,0.00093373,313.12,21.619,7.7510,289.04,129.862,66.530,13831.0
"Jan 2016",2.0300,2.6840,7.8276,14.413,0.92117,2.1353,5.4770,6.0425,604.24,109.918,1.8017,3.91029,0.00090910,313.89,22.371,7.7825,289.63,130.370,67.357,13896.9
"Feb 2016",1.9869,2.6900,7.8258,14.107,0.90161,2.1335,5.3608,5.9142,591.44,107.600,1.7634,3.96829,0.00083434,307.22,22.494,7.7835,279.78,128.310,68.252,13505.9
"Mar 2016",1.9801,2.6900,8.4565,14.059,0.89851,2.0890,5.3423,5.8938,589.40,107.232,1.7573,3.86574,0.00080113,306.17,22.531,7.7609,279.77,126.609,66.901,13196.9
"Apr 2016",1.9425,2.6900,8.8658,13.792,0.88145,2.0616,5.2408,5.7819,578.16,105.179,1.7240,3.82278,0.00080253,300.35,22.519,7.7559,274.50,123.754,66.439,13170.0
"May 2016",1.9489,2.6900,8.8635,13.837,0.88437,2.0955,5.2582,5.8011,580.09,105.534,1.7297,3.83527,0.00079059,301.35,22.529,7.7640,278.14,123.601,66.884,13395.8
"Jun 2016",1.9624,2.6900,8.8685,13.933,0.89050,2.0788,5.2947,5.8413,584.12,106.262,1.7417,3.92900,0.00078136,303.44,22.608,7.7623,279.42,123.375,67.274,13326.5
"Jul 2016",1.9936,2.6900,8.8751,14.155,0.90466,2.0773,5.3788,5.9342,593.41,107.956,1.7694,3.95292,0.00074639,308.26,22.685,7.7569,284.19,122.040,67.176,13096.3
"Aug 2016",1.9663,2.6899,8.8729,13.961,0.89226,2.0630,5.3051,5.8528,585.28,106.475,1.7451,3.95614,0.00074431,304.04,22.780,7.7555,276.69,117.937,66.923,13162.2
"Sep 2016",1.9646,2.6900,8.8781,13.949,0.89149,2.0645,5.3005,5.8478,584.79,106.377,1.7436,3.96892,0.00075210,303.77,22.705,7.7565,275.15,114.748,66.731,13103.0
"Oct 2016",2.0011,2.6900,8.8800,14.208,0.90804,2.0712,5.3990,5.9563,595.65,108.368,1.7760,3.96768,0.00078689,309.41,22.641,7.7574,278.94,114.234,66.753,13010.9
"Nov 2016",2.0450,2.6905,15.9474,14.520,0.92797,2.0814,5.5175,6.0871,608.71,110.742,1.8150,4.04740,0.00080384,316.21,22.914,7.7564,286.79,112.508,67.705,13314.1
"Dec 2016",2.0893,2.6901,18.4474,14.834,0.94810,2.1129,5.6371,6.2191,621.91,113.130,1.8543,4.23203,0.00086527,323.06,23.184,7.7588,296.33,112.687,67.809,13396.5
"Jan 2017",2.0723,2.6900,18.6776,14.714,0.94037,2.0800,5.5912,6.1684,616.84,112.212,1.8392,4.30151,0.00083714,320.43,23.283,7.7564,290.47,114.367,68.048,13356.2
"Feb 2017",2.0693,2.6901,17.0507,14.693,0.93902,2.0536,5.5832,6.1596,615.97,112.034,1.8366,4.47508,0.00080841,319.97,23.497,7.7599,289.73,111.369,66.987,13348.9
"Mar 2017",2.0615,2.6900,17.7705,14.637,0.93548,2.0688,5.5621,6.1363,613.64,111.640,1.8296,4.53006,0.00081041,318.76,23.452,7.7660,289.80,109.527,65.820,13352.7
"Apr 2017",2.0563,2.6900,18.0969,14.600,0.93309,2.0751,5.5479,6.1207,612.05,111.350,1.8250,4.20883,0.00078696,317.95,23.386,7.7740,291.06,110.250,64.553,13304.1
"May 2017",1.9953,2.6745,,14.167,0.90542,,5.3834,5.9391,595.15,,1.7708,,0.00080112,308.52,23.471,7.7871,280.41,102.993,64.426,13328.5
"Jun 2017",1.9616,2.6791,,13.927,0.89012,,5.2924,5.8388,586.23,,1.7409,,0.00079061,303.31,23.444,7.7988,274.43,101.150,64.459,13316.3
"Jul 2017",1.9116,2.6750,,13.572,0.86743,,5.1575,5.6900,572.73,,1.6966,,0.00080571,295.58,23.435,7.8091,265.55,104.733,64.428,13349.4
"Aug 2017",1.8655,2.6755,,13.245,0.84653,,5.0333,5.5529,560.33,,1.6557,,0.00077677,288.46,23.372,7.8217,257.49,105.942,63.985,13351.2
"Sep 2017",1.8433,2.6871,,13.088,0.83646,,4.9734,5.4868,553.56,,1.6360,,0.00074666,285.02,23.380,7.8175,256.22,105.991,63.998,13270.1
"(C) 2017 Prof. Werner Antweiler, UBC"
