http://fx.sauder.ubc.ca/data.html
"PACIFIC Exchange Rate Service"
"MMM YYYY","TWD/USD","THB/USD","TTD/USD","TND/USD","TRY/USD","AED/USD","UYU/USD","VEF/USD","VND/USD","ZMW/USD","ZMK/USD"
"Aug 1988",28.693,,,,,,,,,,
"Sep 1988",28.914,,,,,,,,,,
"Oct 1988",28.880,,,,,,,,,,
"Nov 1988",28.170,,,,,,,,,,
"Dec 1988",28.198,,,,,,,,,,
"Jan 1989",27.821,,,,,,,,,,
"Feb 1989",27.716,,,,,,,,,,
"Mar 1989",27.591,,,,,,,,,,
"Apr 1989",26.998,,,,,,,,,,
"May 1989",25.788,,,,,,,,,,
"Jun 1989",26.023,,,,,,,,,,
"Jul 1989",25.816,,,,,,,,,,
"Aug 1989",25.684,,,,,,,,,,
"Sep 1989",25.737,,,,,,,,,,
"Oct 1989",25.739,,,,,,,,,,
"Nov 1989",26.029,,,,,,,,,,
"Dec 1989",26.138,,,,,,,,,,
"Jan 1990",26.081,,,,,,,,,,
"Feb 1990",26.118,,,,,,,,,,
"Mar 1990",26.361,,,,,,,,,,
"Apr 1990",26.369,,,,,,,,,,
"May 1990",26.961,,,,,,,,,,
"Jun 1990",27.391,,,,,,,,,,
"Jul 1990",27.162,,,,,,,,,,
"Aug 1990",27.291,,,,,,,,,,
"Sep 1990",27.302,,,,,,,,,,
"Oct 1990",27.288,,,,,,,,,,
"Nov 1990",27.245,,,,,,,,,,
"Dec 1990",27.162,,,,,,,,,,
"Jan 1991",27.191,,,,0.0029653,,,,,,
"Feb 1991",27.103,,,,0.0031166,,,,,,
"Mar 1991",27.310,,,,0.0034912,,,,,,
"Apr 1991",27.328,,,,0.0037717,,,,,,
"May 1991",27.277,,,,0.0039470,,,,,,
"Jun 1991",27.162,,,,0.0041844,,,,,,
"Jul 1991",26.977,,,,0.0043342,,,,,,
"Aug 1991",26.725,,,,0.0044879,,,,,,
"Sep 1991",26.555,,,,0.0046059,,,,,,
"Oct 1991",26.405,,,,0.0048043,,,,,,
"Nov 1991",25.973,,,,0.0049192,,,,,,
"Dec 1991",25.755,,,,0.0050172,,,,,,
"Jan 1992",25.144,,,,0.0052752,,,,,,
"Feb 1992",25.043,,,,0.0056138,,,,,,
"Mar 1992",25.402,,,,0.0060297,,,,,,
"Apr 1992",25.305,,,,0.0063554,,,,,,
"May 1992",25.014,,,,0.0066811,,,,,,
"Jun 1992",24.766,,,,0.0068285,,,,,,
"Jul 1992",24.777,,,,0.0068683,,,,,,
"Aug 1992",25.116,,,,0.0069388,,,,,,
"Sep 1992",25.223,,,,0.0071923,,,,,,
"Oct 1992",25.273,,,,0.0075046,,,,,,
"Nov 1992",25.400,,,,0.0080575,,,,,,
"Dec 1992",25.446,,,,0.0082917,,,,,,
"Jan 1993",25.447,25.517,,,0.0086422,,,,,,
"Feb 1993",25.834,25.505,,,0.0089996,,,,,,
"Mar 1993",26.022,25.421,,,0.0092847,,,,,,
"Apr 1993",25.983,25.248,,,0.0094975,,,,,,
"May 1993",25.974,25.231,,,0.0098182,,,,,,
"Jun 1993",26.261,25.208,,,0.0103625,,,,,,
"Jul 1993",26.679,25.329,,,0.0110286,,,,,,
"Aug 1993",26.945,25.187,,,0.0114884,,,,,,
"Sep 1993",26.924,25.189,,,0.0117962,,,,,,
"Oct 1993",26.861,25.266,,,0.0125045,,,,,,
"Nov 1993",26.879,25.377,,,0.0133450,,,,,,
"Dec 1993",26.764,25.455,,,0.0141031,,,,,,
"Jan 1994",26.493,25.541,,,0.0153467,,,,,,
"Feb 1994",26.436,25.378,,,0.0177692,,,,,,
"Mar 1994",26.411,25.322,,,0.0207270,,,,,,
"Apr 1994",26.385,25.264,,,0.0327627,,,,,,
"May 1994",26.788,25.209,,,0.0337174,,,,,,
"Jun 1994",27.021,25.140,,,0.0317287,,,,,,
"Jul 1994",26.653,24.972,,,0.0310237,,,,,,
"Aug 1994",26.413,25.016,,,0.0318838,,,,,,
"Sep 1994",26.204,24.963,,,0.0339711,,,,,,
"Oct 1994",26.126,24.996,,,0.0350139,,,,,,
"Nov 1994",26.184,24.987,,,0.0363150,,,,,,
"Dec 1994",26.376,25.104,,,0.0374494,,,,,,
"Jan 1995",26.294,25.128,,,0.0402959,,,,,,
"Feb 1995",26.335,25.015,,,0.0410890,,,,,,
"Mar 1995",26.096,24.754,,,0.0418080,,,,,,
"Apr 1995",25.478,24.560,,,0.0423596,,,,,,
"May 1995",25.533,24.659,,,0.0428199,,,,,,
"Jun 1995",25.778,24.666,,,0.0432409,,,,,,
"Jul 1995",26.273,24.749,,,0.0445271,,,,,,
"Aug 1995",27.230,24.957,,,0.0467655,,,,,,
"Sep 1995",27.428,25.125,,,0.0479058,,,,,,
"Oct 1995",26.919,25.109,,,0.0501015,,,,,,
"Nov 1995",27.242,25.160,5.7101,,0.0525417,,,0.16928,,,
"Dec 1995",27.310,25.160,5.7101,,0.0569059,,,0.23374,,,
"Jan 1996",27.390,25.294,5.7106,,0.0605643,,,0.28941,,,
"Feb 1996",27.287,25.245,5.7171,,0.0642653,,,0.28970,,,
"Mar 1996",27.183,25.246,5.7232,,0.0685052,,,0.28938,,,
"Apr 1996",26.999,25.287,5.7459,,0.0729516,,,0.35518,,,
"May 1996",27.140,25.310,5.7401,,0.0767714,,,0.46723,,,
"Jun 1996",27.617,25.364,5.7350,,0.0798571,,,0.47082,,,
"Jul 1996",27.536,25.370,5.7351,,0.0827664,,,0.46956,,,
"Aug 1996",27.476,25.287,5.9313,,0.0851682,,,0.47360,,,
"Sep 1996",27.481,25.399,5.9423,,0.0892178,,,0.47472,,,
"Oct 1996",27.497,25.471,6.0811,,0.0940452,,,0.46914,,,
"Nov 1996",27.490,25.449,6.0531,,0.0987715,,,0.47043,,,1275.0
"Dec 1996",27.470,25.568,6.1777,,0.1048387,,,0.47400,,,1279.4
"Jan 1997",27.433,25.714,6.1858,,0.1124289,,,0.47578,,,1289.9
"Feb 1997",27.515,25.944,6.1415,,0.1192590,,,0.47343,,,1292.6
"Mar 1997",27.514,25.934,6.1601,,0.1249813,,,0.47747,,,1290.8
"Apr 1997",27.588,26.074,6.2248,,0.1313775,,,0.47854,,,1292.7
"May 1997",27.752,25.724,6.2222,,0.1373783,,,0.48274,,,1294.5
"Jun 1997",27.858,24.318,6.1718,,0.1444141,,,0.48485,,,1301.5
"Jul 1997",27.957,30.087,6.1627,,0.1538698,,,0.49138,,,1311.1
"Aug 1997",28.617,32.259,6.1471,,0.1638316,,,0.49497,,,1319.3
"Sep 1997",28.555,35.083,6.1205,,0.1706432,,,0.49596,,,1318.9
"Oct 1997",29.355,37.254,6.1623,,0.1784560,,,0.49782,,,1325.8
"Nov 1997",31.456,38.888,6.1812,,0.1876989,,,0.49928,,,1354.1
"Dec 1997",32.208,43.891,6.1998,,0.1997503,,,0.50208,,,1401.6
"Jan 1998",33.744,52.551,6.2146,,0.2123696,,,0.50695,,,1467.5
"Feb 1998",32.733,45.722,6.2041,,0.2239935,,,0.51459,,,1537.3
"Mar 1998",32.428,41.053,6.2030,,0.2360579,,,0.52067,,,1636.4
