http://fx.sauder.ubc.ca/data.html
"PACIFIC Exchange Rate Service"
"MMM YYYY","PHP/USD","XPT/USD","PLN/USD","PTE/USD","RON/USD","RUB/USD","SAR/USD","RSD/USD","XAG/USD","SGD/USD","SKK/USD","SIT/USD","ZAR/USD","KRW/USD","ESP/USD","XDR/USD","LKR/USD","SDD/USD","SEK/USD","CHF/USD"
"Feb 1999",38.808,0.00274751,3.7795,178.94,1.12735,22.9449,3.7519,,0.181060,1.6998,38.498,,6.1129,1187.07,148.506,0.72426,69.090,213.3408,7.9485,1.42673
"Mar 1999",38.898,0.00270740,3.9034,184.16,1.30523,23.3396,3.7502,,0.193398,1.7292,40.796,,6.2086,1227.91,152.842,0.73356,69.527,213.2979,8.2123,1.46548
"Apr 1999",38.240,0.00280297,3.9612,187.41,1.44083,25.0079,3.7523,,0.197634,1.7123,41.873,,6.1166,1204.87,155.541,0.73815,69.505,161.1901,8.3302,1.49783
"May 1999",37.834,0.00281303,3.9151,188.74,1.48878,24.4094,3.7522,,0.190241,1.7120,43.070,,6.1848,1196.98,156.644,0.74144,70.468,5.2881,8.4487,1.50857
"Jun 1999",37.881,0.00281208,3.9367,193.20,1.54524,24.1595,3.7490,,0.198506,1.7109,43.776,,6.0851,1168.25,160.342,0.74622,71.124,132.4763,8.5032,1.53718
"Jul 1999",38.313,0.00287044,3.8703,193.39,1.56026,24.1342,3.7542,,0.194051,1.6957,43.245,,6.1135,1188.38,160.497,0.74611,71.651,252.8502,8.4396,1.54736
"Aug 1999",39.385,0.00286132,3.9520,189.08,1.57747,24.6992,3.7490,,0.190645,1.6785,41.990,,6.1257,1197.36,156.920,0.73297,71.620,256.1542,8.2604,1.50984
"Sep 1999",40.228,0.00269909,4.0828,190.98,1.60148,25.1626,3.7511,,0.190737,1.6966,41.595,,6.0569,1200.29,158.499,0.72634,71.714,256.1589,8.2239,1.52614
"Oct 1999",40.280,0.00239588,4.1056,187.28,1.62389,25.6109,3.7512,,0.185763,1.6751,40.687,,6.0996,1204.74,155.425,0.71962,71.538,256.1054,8.1473,1.48938
"Nov 1999",40.391,0.00231762,4.2469,194.22,1.71104,26.1726,3.7507,,0.193671,1.6698,41.939,,6.1395,1175.65,161.193,0.72701,71.818,256.0967,8.3585,1.55499
"Dec 1999",40.611,0.00228751,4.1610,198.26,1.76382,26.7189,3.7514,,0.193071,1.6747,41.989,,6.1459,1136.33,164.538,0.72865,71.829,256.0626,8.4902,1.58344
"Jan 2000",40.409,0.00228839,4.0970,198.00,1.79663,28.1126,3.7524,,0.193100,1.6758,41.706,,6.1263,1130.42,164.330,0.73060,72.975,256.0557,8.4912,1.59101
"Feb 2000",40.600,0.00196907,4.1481,203.84,1.83157,28.7438,3.7528,,0.191601,1.7026,42.910,,6.3168,1129.46,169.172,0.74363,73.311,256.0883,8.6496,1.63424
"Mar 2000",40.940,0.00210502,4.0852,207.86,1.88524,28.4817,3.7508,,0.197713,1.7150,43.093,,6.4657,1116.13,172.512,0.74442,73.680,256.0344,8.6931,1.66338
"Apr 2000",41.196,0.00203064,4.2383,212.14,1.93689,28.0856,3.7518,,0.197927,1.7097,43.965,,6.6405,1110.18,176.061,0.74707,73.868,256.0698,8.7435,1.66488
"May 2000",41.817,0.00191176,4.4771,221.04,2.00185,28.0473,3.7526,,0.200519,1.7283,46.853,,7.0268,1119.38,183.452,0.76281,74.621,256.0814,9.0869,1.71741
"Jun 2000",42.662,0.00181451,4.3735,210.91,2.06094,27.7251,3.7514,,0.200124,1.7275,44.520,,6.9130,1117.52,175.040,0.75104,76.479,256.0745,8.7451,1.64179
"Jul 2000",44.447,0.00178547,4.3082,213.62,2.13609,27.6111,3.7511,,0.200473,1.7412,45.109,,6.8922,1114.82,177.288,0.75641,78.708,256.2194,8.9630,1.65174
"Aug 2000",44.909,0.00173194,4.3529,221.72,2.24161,27.7556,3.7511,,0.203121,1.7202,46.917,,6.9549,1114.21,184.009,0.76428,78.230,256.5705,9.2787,1.71529
"Sep 2000",45.814,0.00169112,4.4948,230.59,2.36167,27.8410,3.7534,,0.202342,1.7403,49.501,,7.1788,1116.88,191.373,0.77325,78.690,256.7099,9.6837,1.75856
"Oct 2000",48.396,0.00170539,4.6407,235.21,2.45471,27.8822,3.7517,,0.204643,1.7521,51.120,,7.4867,1129.73,195.210,0.77803,79.247,256.5321,9.9951,1.77421
"Nov 2000",49.922,0.00170143,4.5541,234.73,2.49117,27.6463,3.7496,,0.213144,1.7480,50.288,,7.6936,1157.84,194.808,0.78034,80.362,256.6583,10.1079,1.77986
"Dec 2000",49.949,0.00165736,4.3148,223.64,2.50919,27.7205,3.7480,,0.216032,1.7362,48.618,,7.6462,1213.93,185.608,0.77292,81.987,256.5194,9.6659,1.68808
"Jan 2001",50.963,0.00163525,4.1063,213.77,2.56244,28.2188,3.7515,,0.213838,1.7375,46.711,,7.7770,1272.53,177.415,0.76818,85.622,256.4823,9.4886,1.63009
"Feb 2001",48.239,0.00167829,4.0736,217.81,2.65920,28.3377,3.7474,,0.220735,1.7430,47.386,,7.8155,1251.68,180.764,0.77354,86.640,256.6150,9.7540,1.66853
"Mar 2001",48.516,0.00173193,4.0561,220.81,2.73104,28.5077,3.7509,,0.228469,1.7730,48.077,,7.8943,1289.88,183.254,0.78195,85.510,257.0768,10.0507,1.69083
"Apr 2001",50.276,0.00169217,4.0107,224.54,2.78195,28.6234,3.7491,,0.228819,1.8118,48.570,,8.0773,1326.77,186.357,0.78844,87.959,256.7306,10.2019,1.71284
"May 2001",50.547,0.00163561,3.9832,229.28,2.84272,29.0446,3.7516,,0.225781,1.8140,49.361,,7.9753,1297.59,190.289,0.79209,90.659,257.4178,10.3623,1.75390
"Jun 2001",51.564,0.00174263,3.9690,235.03,2.89228,28.9769,3.7509,,0.229912,1.8167,50.077,,8.0564,1293.99,195.058,0.79996,90.190,257.2866,10.7918,1.78521
"Jul 2001",53.305,0.00190489,4.2083,232.75,2.92892,29.0429,3.7503,,0.235764,1.8230,49.444,,8.2091,1301.33,193.165,0.79881,90.149,257.4761,10.7550,1.75682
"Aug 2001",51.853,0.00222488,4.2413,222.20,2.97755,29.2783,3.7513,,0.238441,1.7599,47.767,,8.3117,1280.38,184.411,0.78360,89.829,257.4809,10.3262,1.67891
"Sep 2001",51.288,0.00221057,4.2120,219.91,3.02193,29.4578,3.7509,,0.229288,1.7491,47.786,,8.6717,1292.37,182.508,0.77729,90.102,257.4985,10.6264,1.63394
"Oct 2001",51.751,0.00234090,4.1259,221.50,3.03688,29.5703,3.7509,,0.228948,1.8111,48.136,,9.2750,1298.42,183.828,0.78232,90.801,257.2864,10.5643,1.63520
"Nov 2001",51.986,0.00234606,4.0893,225.83,3.11380,29.8323,3.7494,,0.243089,1.8300,48.577,,9.7455,1277.07,187.424,0.78875,92.560,258.7007,10.6115,1.65107
"Dec 2001",51.774,0.00218095,4.0153,224.78,3.13196,30.1952,3.7506,,0.229126,1.8372,48.291,,11.6384,1286.00,186.549,0.79137,93.055,258.7398,10.5590,1.65460
"Jan 2002",51.403,0.00213426,4.0688,227.00,3.18901,30.5816,3.7521,,0.223113,1.8389,48.103,,11.5925,1311.68,188.396,0.79838,93.339,259.1958,10.4540,1.67014
"Feb 2002",51.293,0.00213654,4.1873,230.25,3.22327,30.8523,3.7498,,0.226022,1.8309,48.458,,11.4866,1314.97,191.092,0.80311,93.496,258.7581,10.5484,1.69707
"Mar 2002",51.073,0.00196151,4.1339,228.63,3.25705,31.1043,3.7514,,0.220357,1.8286,47.816,,11.4828,1317.65,189.745,0.79939,94.698,258.8524,10.3312,1.67379
"Apr 2002",50.975,0.00186215,4.0566,226.27,3.29368,31.2011,3.7511,,0.219080,1.8284,47.065,,11.0683,1313.22,187.784,0.79550,95.878,258.9551,10.3052,1.65394
"May 2002",49.825,0.00187980,4.0403,218.67,3.33137,31.2758,3.7506,,0.212433,1.8003,46.800,,10.1531,1256.88,181.477,0.78278,96.171,258.7272,10.0603,1.58903
"Jun 2002",50.437,0.00180795,4.0225,209.71,3.32318,31.4446,3.7523,,0.205283,1.7829,46.296,,10.1704,1215.42,174.047,0.76882,96.256,258.5388,9.5347,1.53961
"Jul 2002",50.621,0.00191098,4.1248,201.91,3.28361,31.5467,3.7492,,0.203980,1.7521,44.830,,10.1003,1175.17,167.569,0.75115,96.119,259.2522,9.3524,1.47213
"Aug 2002",51.842,0.00182772,4.1746,205.04,3.29446,31.5887,3.7510,,0.221443,1.7551,44.824,,10.5777,1192.92,170.170,0.75692,96.139,258.6774,9.4546,1.49778
"Sep 2002",52.165,0.00180430,4.1506,204.41,3.29776,31.6603,3.7509,,0.219605,1.7677,43.709,,10.5863,1206.86,169.650,0.75674,96.062,258.7816,9.3372,1.49280
"Oct 2002",52.948,0.00172970,4.1173,204.30,3.30940,31.7209,3.7515,,0.227379,1.7838,42.537,,10.2968,1236.60,169.554,0.75885,96.251,259.1876,9.2813,1.49294
"Nov 2002",53.336,0.00170707,3.9537,200.28,3.34580,31.8350,3.7503,,0.222602,1.7648,41.517,,9.6263,1207.97,166.220,0.75153,96.299,258.7817,9.0659,1.46634
"Dec 2002",53.489,0.00168308,3.9097,196.87,3.34689,31.8607,3.7516,,0.216526,1.7535,40.977,,8.9458,1206.14,163.388,0.74677,96.573,258.7253,8.9359,1.44039
"Jan 2003",53.580,0.00159532,3.8315,188.71,3.34156,31.8383,3.7537,,0.207605,1.7358,39.189,,8.6881,1175.16,156.616,0.73229,96.679,259.5518,8.6365,1.37616
"Feb 2003",54.107,0.00147147,3.8674,185.92,3.28349,31.6625,3.7507,,0.215819,1.7454,38.912,,8.2764,1189.90,154.301,0.72967,96.837,258.7544,8.4809,1.36050
"Mar 2003",54.593,0.00148951,4.0157,185.70,3.30545,31.4438,3.7513,,0.221864,1.7544,38.653,,8.0410,1236.17,154.119,0.73012,96.908,257.4708,8.5435,1.36120
"Apr 2003",52.771,0.00160441,3.9488,184.60,3.34862,31.1965,3.7526,,0.222127,1.7774,37.764,,7.6569,1231.95,153.206,0.73008,96.971,263.9270,8.4316,1.37801
"May 2003",52.604,0.00154789,3.7460,173.41,3.24286,30.9171,3.7504,,0.211287,1.7358,35.623,,7.6565,1200.46,143.914,0.71012,97.191,253.5441,7.9139,1.31062
"Jun 2003",53.432,0.00151877,3.8046,171.73,3.25295,30.4714,3.7518,,0.220990,1.7348,35.572,,7.8587,1193.78,142.526,0.70658,97.202,260.0325,7.8098,1.31941
"Jul 2003",53.771,0.00147305,3.8983,176.47,3.25563,30.3594,3.7509,,0.207283,1.7549,36.800,,7.5417,1180.57,146.454,0.71547,97.131,258.9041,8.0940,1.36127
"Aug 2003",55.018,0.00144890,3.9192,179.89,3.31486,30.3639,3.7531,,0.200436,1.7525,37.617,,7.3760,1178.09,149.298,0.72163,96.921,259.8652,8.2870,1.38251
"Sep 2003",55.043,0.00142580,3.9677,177.99,3.35494,30.5987,3.7507,,0.194008,1.7461,36.804,208.81,7.3014,1164.83,147.716,0.71487,95.213,259.7130,8.0415,1.37411
"Oct 2003",54.990,0.00137235,3.9269,171.14,3.29314,30.1206,3.7475,,0.200140,1.7345,35.253,201.15,6.9562,1168.89,142.035,0.69778,94.488,259.4223,7.6929,1.32199
"Nov 2003",55.429,0.00132214,3.9364,171.09,3.38699,29.7953,3.7510,,0.192863,1.7278,35.075,201.52,6.6971,1186.89,141.990,0.69685,95.850,259.0984,7.6737,1.33013
"Dec 2003",55.432,0.00124431,3.7911,163.13,3.29039,29.4232,3.7512,,0.178212,1.7108,33.473,192.59,6.5238,1191.55,135.387,0.68133,96.214,257.4282,7.3393,1.26476
"Jan 2004",55.546,0.00118075,3.7357,158.80,3.25647,28.8211,3.7482,,0.158663,1.6968,32.274,187.99,6.9469,1183.11,131.792,0.67032,97.880,258.2563,7.2387,1.24032
"Feb 2004",56.099,0.00118771,3.8385,158.53,3.25098,28.5079,3.7501,,0.155505,1.6860,32.058,187.71,6.7415,1166.84,131.568,0.66819,98.410,259.3376,7.2586,1.24418
"Mar 2004",56.306,0.00111728,3.8800,163.50,3.25880,28.5318,3.7503,,0.138331,1.6992,32.918,194.07,6.6062,1165.66,135.695,0.67903,97.382,263.4572,7.5315,1.27751
"Apr 2004",55.938,0.00114414,3.9731,167.30,3.38972,28.7280,3.7518,,0.143987,1.6847,33.497,198.91,6.5803,1152.90,138.843,0.68481,97.956,264.9822,7.6507,1.29742
"May 2004",55.822,0.00124305,3.9279,166.94,3.37914,28.9927,3.7515,,0.171061,1.7114,33.439,198.80,6.7838,1176.30,138.545,0.68868,98.845,258.9659,7.6010,1.28210
"Jun 2004",56.000,0.00124665,3.7737,165.06,3.35788,29.0319,3.7495,,0.171423,1.7131,32.868,197.10,6.4135,1158.59,136.988,0.68201,100.854,261.1965,7.5318,1.25004
"Jul 2004",55.942,0.00123889,3.6380,163.39,3.33591,29.0808,3.7502,,0.157986,1.7120,32.533,195.49,6.1243,1158.37,135.601,0.67890,102.929,257.5708,7.4972,1.24448
"Aug 2004",55.833,0.00117824,3.6290,164.35,3.36395,29.2262,3.7499,,0.149842,1.7138,32.820,196.39,6.4663,1157.16,136.397,0.68196,103.351,258.8978,7.5279,1.26137
"Sep 2004",56.222,0.00117884,3.5740,163.99,3.36494,29.2187,3.7529,,0.156771,1.6945,32.765,196.34,6.5278,1148.22,136.101,0.68257,103.282,259.2696,7.4333,1.26249
"Oct 2004",56.340,0.00119097,3.4534,160.32,3.28919,29.0510,3.7490,,0.140490,1.6766,31.989,191.88,6.3782,1141.49,133.052,0.67535,103.879,257.3913,7.2436,1.23304
"Nov 2004",56.315,0.00117067,3.2709,154.15,3.07814,28.5611,3.7516,,0.133526,1.6505,30.420,184.36,6.0287,1085.62,127.937,0.66006,104.720,255.9563,6.9189,1.16998
"Dec 2004",56.201,0.00117810,3.0963,149.80,2.88585,27.9178,3.7573,,0.142079,1.6416,29.069,179.26,5.7461,1051.30,124.321,0.64978,104.845,256.0056,6.7088,1.14787
"Jan 2005",55.695,0.00116556,3.1131,153.05,2.91194,27.9718,3.7494,,0.151005,1.6377,29.436,183.00,5.9931,1038.34,127.018,0.65660,98.786,256.1467,6.9136,1.18128
"Feb 2005",54.768,0.00115696,3.0590,154.06,2.82547,27.9624,3.7545,,0.143068,1.6383,29.217,184.18,6.0069,1023.40,127.860,0.65914,99.352,250.9311,6.9812,1.19144
"Mar 2005",54.432,0.00115327,3.0493,151.97,2.75211,27.6391,3.7513,,0.137918,1.6307,29.007,181.71,6.0328,1007.92,126.125,0.65525,99.479,249.7095,6.8915,1.17476
"Apr 2005",54.489,0.00115613,3.2108,154.91,2.80290,27.7960,3.7485,,0.140502,1.6512,30.287,185.15,6.1519,1010.13,128.564,0.66191,99.721,249.2729,7.0840,1.19556
"May 2005",54.338,0.00115386,3.2913,157.98,2.85142,27.9499,3.7514,,0.142360,1.6516,30.752,188.81,6.3370,1002.19,131.114,0.66793,99.859,248.9854,7.2437,1.21760
"Jun 2005",55.235,0.00113926,3.3382,164.94,2.97275,28.5190,3.7504,,0.136701,1.6728,31.671,196.94,6.7464,1012.17,136.886,0.68176,99.995,247.4400,7.6252,1.26652
"Jul 2005",55.996,0.00114474,3.4059,166.61,2.95707,28.6997,3.7493,,0.142472,1.6817,32.289,198.93,6.7014,1036.98,138.279,0.68996,100.349,247.0126,7.8309,1.29511
"Aug 2005",55.953,0.00111307,3.2884,163.02,2.84676,28.4730,3.7487,,0.142171,1.6628,31.459,194.80,6.4613,1021.58,135.293,0.68142,100.802,243.4687,7.5926,1.26238
"Sep 2005",56.155,0.00109306,3.2022,163.88,2.87190,28.3917,3.7513,,0.139789,1.6822,31.471,195.75,6.3687,1029.96,136.012,0.68272,101.392,240.5550,7.6320,1.26698
"Oct 2005",55.653,0.00107395,3.2636,166.77,2.99463,28.5595,3.7507,,0.130247,1.6918,32.387,199.24,6.5912,1046.90,138.411,0.69176,101.568,235.8411,7.8454,1.28807
"Nov 2005",54.569,0.00103947,3.3685,170.08,3.09970,28.7765,3.7513,,0.127208,1.6984,32.815,203.20,6.6538,1041.23,141.157,0.70076,101.905,232.9698,8.1145,1.31133
"Dec 2005",53.588,0.00102235,3.2474,169.03,3.08419,28.8081,3.7499,,0.115829,1.6745,31.951,202.11,6.3526,1023.07,140.281,0.69865,102.026,230.7093,7.9539,1.30494
"Jan 2006",52.563,0.00096900,3.1491,165.35,3.00471,28.3293,3.7523,,0.109157,1.6315,30.903,197.54,6.0758,982.06,137.226,0.68992,102.113,230.2930,7.6747,1.27754
"Feb 2006",51.799,0.00095757,3.1788,167.93,2.96459,28.1998,3.7497,,0.104933,1.6288,31.322,200.59,6.1138,969.86,139.367,0.69652,102.215,229.7391,7.8255,1.30543
"Mar 2006",51.219,0.00096050,3.2265,166.69,2.91565,27.8645,3.7506,,0.096496,1.6213,31.153,199.16,6.2457,974.93,138.342,0.69443,102.650,227.2685,7.8136,1.30519
"Apr 2006",51.381,0.00090836,3.1926,163.26,2.84092,27.5439,3.7521,,0.079540,1.6006,30.429,195.12,6.0822,952.63,135.491,0.68789,102.654,224.3999,7.5971,1.28223
"May 2006",52.132,0.00079327,3.0492,157.10,2.74278,27.0483,3.7508,,0.073887,1.5757,29.416,187.77,6.3136,940.94,130.382,0.67007,102.884,221.9250,7.3080,1.22003
"Jun 2006",53.183,0.00084171,3.1832,158.37,2.80495,26.9998,3.7504,,0.092708,1.5917,30.057,189.32,6.9799,954.69,131.439,0.67528,103.543,219.0560,7.2968,1.23224
"Jul 2006",52.271,0.00081430,3.1457,158.11,2.81540,26.9139,3.7495,,0.089119,1.5836,30.236,188.99,7.0726,951.14,131.224,0.67564,103.967,216.1257,7.2663,1.23768
"Aug 2006",51.333,0.00081089,3.0500,156.55,2.75272,26.7578,3.7485,,0.082248,1.5758,29.401,187.09,6.9611,961.21,129.922,0.67118,103.678,213.1874,7.1938,1.23234
"Sep 2006",50.364,0.00084848,3.1190,157.60,2.77186,26.7584,3.7496,,0.086493,1.5807,29.476,188.36,7.4492,952.41,130.796,0.67408,102.582,210.2594,7.2880,1.24563
"Oct 2006",49.997,0.00092396,3.0889,158.91,2.78861,26.8621,3.7505,,0.086471,1.5777,29.131,189.95,7.6325,952.95,131.882,0.67744,105.843,207.2143,7.3364,1.26024
"Nov 2006",49.837,0.00084752,2.9658,155.51,2.71028,26.5881,3.7503,,0.077440,1.5556,27.813,185.90,7.2458,935.52,129.059,0.66952,107.722,204.7320,7.0590,1.23469
"Dec 2006",49.451,0.00089209,2.8878,151.78,2.58309,26.2928,3.7514,,0.074981,1.5403,26.455,181.45,7.0365,925.14,125.966,0.66137,107.822,202.4963,6.8399,1.20936
"Jan 2007",48.907,0.00088404,2.9888,154.35,2.61189,26.4976,3.7517,,0.077995,1.5377,26.756,184.49,7.1925,936.94,128.098,0.66781,108.508,201.1083,6.9925,1.24343
"Feb 2007",48.369,0.00080890,2.9781,153.25,2.58455,26.3089,3.7507,,0.071930,1.5334,26.359,183.18,7.1774,937.07,127.185,0.66607,108.672,200.9500,7.0233,1.23914
"Mar 2007",48.507,0.00081951,2.9310,151.37,2.54245,26.1009,3.7482,,0.075651,1.5244,25.505,180.93,7.3520,943.22,125.623,0.66140,109.219,200.5917,7.0191,1.21798
"Apr 2007",47.844,0.00078264,2.8222,148.30,2.46576,25.8247,3.7507,,0.072812,1.5152,24.757,177.27,7.1030,930.76,123.081,0.65565,109.338,200.5150,6.8338,1.21195
"May 2007",46.851,0.00076996,2.7986,148.32,2.43063,25.8219,3.7494,,0.076019,1.5232,24.962,177.29,7.0194,927.45,123.094,0.65703,110.815,200.5617,6.8113,1.22110
"Jun 2007",46.168,0.00077791,2.8342,149.39,2.40060,25.9112,3.7504,,0.076090,1.5372,25.322,178.57,7.1539,928.20,123.983,0.65991,110.977,200.5604,6.9506,1.23306
"Jul 2007",45.586,0.00076690,2.7463,146.06,2.28420,25.5284,3.7483,,0.077314,1.5158,24.272,174.59,6.9760,918.42,121.224,0.65149,111.677,200.5215,6.6924,1.20720
"Aug 2007",46.188,0.00079117,2.8005,147.23,2.36986,25.6340,3.7497,,0.081265,1.5232,24.686,175.99,7.2252,935.26,122.189,0.65150,112.243,200.5495,6.8517,1.20355
"Sep 2007",46.001,0.00076386,2.7182,144.01,2.40795,25.2879,3.7489,57.081,0.077802,1.5106,24.290,172.14,7.1003,928.80,119.517,0.64461,113.374,202.7407,6.6626,1.18412
"Oct 2007",44.163,0.00070797,2.5997,140.84,2.35483,24.8762,3.7427,54.545,0.073100,1.4650,23.602,168.34,6.7572,915.04,116.884,0.63859,112.846,205.3031,6.4453,1.17407
"Nov 2007",43.073,0.00068946,2.4898,136.55,2.36769,24.4627,3.7236,54.275,0.068163,1.4466,22.647,163.22,6.7086,918.39,113.328,0.62871,110.412,203.0323,6.3258,1.12331
"Dec 2007",41.520,0.00067492,2.4735,137.70,2.42155,24.5775,3.7469,54.576,0.070112,1.4488,22.958,164.60,6.8349,931.01,114.284,0.63497,108.949,203.0849,6.4767,1.13974
"Jan 2008",40.738,0.00063152,2.4519,136.26,2.50839,24.4793,3.7497,55.536,0.062783,1.4310,22.792,162.87,7.0101,942.75,113.083,0.63136,108.155,,6.4081,1.10102
"Feb 2008",40.555,0.00050247,2.4225,135.91,2.47925,24.4979,3.7460,56.293,0.057119,1.4107,22.416,162.46,7.6593,944.05,112.799,0.63052,107.851,,6.3480,1.08983
"Mar 2008",41.298,0.00049009,2.2789,129.17,2.39561,23.7227,3.7471,53.528,0.051446,1.3843,20.938,154.40,7.9896,981.08,107.205,0.61285,107.738,,6.0623,1.01288
"Apr 2008",41.795,0.00050099,2.1852,127.27,2.31130,23.5221,3.7539,51.420,0.057205,1.3645,20.552,152.13,7.7636,987.15,105.628,0.61125,107.804,,5.9502,1.01392
"May 2008",42.911,0.00048907,2.1867,128.81,2.35230,23.7077,3.7481,52.756,0.058725,1.3657,20.232,153.96,7.6211,1035.54,106.900,0.61571,107.779,,5.9872,1.04349
"Jun 2008",44.348,0.00049072,2.1694,128.84,2.34971,23.6409,3.7499,51.600,0.058955,1.3681,19.492,154.01,7.9393,1031.81,106.931,0.61742,107.791,,6.0276,1.03720
"Jul 2008",44.806,0.00052930,2.0640,127.25,2.26638,23.3571,3.7485,49.716,0.055437,1.3593,19.249,152.11,7.6077,1015.28,105.610,0.61363,107.624,,6.0034,1.02857
"Aug 2008",45.050,0.00067666,2.2094,134.38,2.36547,24.2769,3.7501,51.324,0.069409,1.4072,20.337,160.63,7.6892,1048.19,111.527,0.63215,107.733,,6.2970,1.08590
"Sep 2008",46.724,0.00083086,2.3497,139.87,2.53299,25.3381,3.7561,53.327,0.081236,1.4300,21.111,167.19,8.0788,1135.04,116.084,0.64323,107.863,,6.6844,1.11024
"Oct 2008",48.013,0.00111105,2.7006,151.31,2.82135,26.4987,3.7651,61.710,0.096905,1.4785,22.988,180.86,9.7784,1326.89,125.576,0.66133,108.217,,7.4461,1.14348
"Nov 2008",49.131,0.00119161,2.9282,157.25,2.97035,27.3151,3.7460,68.119,0.101590,1.5080,23.852,187.97,10.1143,1402.82,130.510,0.67426,110.033,,7.9639,1.19169
"Dec 2008",47.975,0.00119953,2.9715,148.97,2.91166,28.1827,3.7512,64.765,0.097525,1.4787,22.427,178.07,9.9436,1366.25,123.636,0.65787,111.474,,8.0167,1.14388
"Jan 2009",47.077,0.00106007,3.2024,151.50,3.19825,31.8821,3.7562,70.730,0.088736,1.4919,22.765,181.09,9.9227,1356.61,125.731,0.66251,113.872,,8.1160,1.12698
"Feb 2009",47.520,0.00096732,3.6367,156.71,3.34865,35.8163,3.7520,73.218,0.074730,1.5183,23.549,187.32,9.9885,1440.75,130.060,0.67343,114.201,,8.5478,1.16408
"Mar 2009",48.316,0.00092593,3.5512,153.77,3.28011,34.6171,3.7544,72.537,0.076285,1.5299,23.106,183.80,9.9596,1452.53,127.616,0.67442,114.422,,8.5763,1.15563
"Apr 2009",48.016,0.00086094,3.3401,151.89,3.18144,33.5084,3.7492,71.221,0.079957,1.5023,22.824,181.56,8.9640,1333.74,126.058,0.67015,117.475,,8.2319,1.14772
"May 2009",47.343,0.00088402,3.2274,146.71,3.05129,31.9270,3.7528,69.284,0.071308,1.4605,22.046,175.36,8.3616,1255.11,121.758,0.65689,116.774,,7.7479,1.10595
"Jun 2009",47.796,0.00082156,3.2161,143.07,3.00646,31.0822,3.7481,66.886,0.068400,1.4525,21.499,171.02,8.0386,1262.62,118.740,0.64735,114.907,,7.7701,1.08100
"Jul 2009",48.066,0.00086239,3.0481,142.36,2.99675,31.5473,3.7520,66.194,0.074984,1.4499,21.392,170.16,7.9642,1261.80,118.146,0.64414,114.898,,7.6951,1.07865
"Aug 2009",48.250,0.00080177,2.8953,140.59,2.95903,31.7060,3.7483,65.444,0.069253,1.4426,21.127,168.06,7.9543,1240.84,116.684,0.64115,114.816,,7.1604,1.06870
"Sep 2009",48.001,0.00077664,2.8535,137.58,2.91540,30.7069,3.7499,64.040,0.061097,1.4224,20.673,164.45,7.5070,1212.89,114.179,0.63352,114.812,,6.9959,1.03917
"Oct 2009",46.841,0.00075084,2.8447,135.29,2.89414,29.4358,3.7457,62.898,0.058191,1.3978,20.329,161.71,7.4917,1174.92,112.277,0.62908,114.809,,6.9575,1.02141
"Nov 2009",47.049,0.00071394,2.7941,134.46,2.87527,28.9639,3.7507,63.280,0.056161,1.3890,20.205,160.72,7.5156,1163.37,111.591,0.62514,114.517,,6.9326,1.01277
"Dec 2009",46.368,0.00069356,2.8440,137.49,2.89990,30.1039,3.7449,65.857,0.056617,1.3960,20.660,164.34,7.4917,1164.72,114.107,0.63240,114.330,,7.1370,1.03006
"Jan 2010",46.014,0.00064052,2.8505,140.50,2.89965,29.8632,3.7480,68.275,0.056263,1.3963,21.112,167.94,7.4630,1138.09,116.604,0.63893,114.392,,7.1479,1.03396
"Feb 2010",46.281,0.00065856,2.9348,146.61,3.01301,30.1530,3.7531,72.292,0.063114,1.4126,22.031,175.25,7.6761,1156.39,121.677,0.65027,114.551,,7.2694,1.07259
"Mar 2010",45.677,0.00062537,2.8654,147.76,3.00861,29.5630,3.7485,73.535,0.058478,1.3997,22.203,176.61,7.4116,1136.40,122.627,0.65482,114.150,,7.1659,1.06665
"Apr 2010",44.598,0.00058298,2.8907,149.49,3.07767,29.1853,3.7506,74.161,0.055263,1.3811,22.464,178.69,7.3528,1115.42,124.066,0.65907,113.877,,7.2057,1.06934
"May 2010",45.582,0.00061585,3.2360,159.74,3.33212,30.4954,3.7495,80.501,0.054256,1.3940,24.004,190.94,7.6473,1164.74,132.573,0.67603,113.751,,7.7063,1.12959
"Jun 2010",46.333,0.00064398,3.3575,164.05,3.47657,31.2558,3.7446,84.860,0.054214,1.3983,24.652,196.09,7.6442,1214.82,136.152,0.68074,113.602,,7.8292,1.12555
"Jul 2010",46.265,0.00065533,3.1812,156.51,3.32433,30.5784,3.7494,81.858,0.055789,1.3760,23.519,187.08,7.5255,1204.07,129.893,0.66418,112.992,,7.4094,1.05303
"Aug 2010",45.181,0.00065021,3.0919,155.58,3.29056,30.4044,3.7487,81.719,0.054457,1.3556,23.379,185.97,7.2924,1180.74,129.121,0.65887,112.439,,7.3134,1.03896
"Sep 2010",44.179,0.00062802,3.0182,153.10,3.25735,30.8043,3.7488,80.592,0.048652,1.3335,23.006,183.00,7.1150,1161.52,127.061,0.65447,112.330,,7.0404,1.00038
"Oct 2010",43.348,0.00059216,2.8423,144.23,3.07980,30.3317,3.7481,76.568,0.042784,1.3029,21.674,172.41,6.9126,1122.67,119.705,0.63683,111.694,,6.6783,0.96886
