http://fx.sauder.ubc.ca/data.html
"PACIFIC Exchange Rate Service"
"MMM YYYY","PHP/USD","XPT/USD","PLN/USD","PTE/USD","RON/USD","RUB/USD","SAR/USD","RSD/USD","XAG/USD","SGD/USD","SKK/USD","SIT/USD","ZAR/USD","KRW/USD","ESP/USD","XDR/USD","LKR/USD","SDD/USD","SEK/USD","CHF/USD"
"Nov 2010",43.521,0.00059211,2.9027,147.05,3.14921,31.0479,3.7486,78.546,0.037818,1.2994,22.097,175.77,6.9831,1131.27,122.042,0.64186,111.541,,6.8264,0.98545
"Dec 2010",43.909,0.00058566,3.0182,151.52,3.24407,30.8464,3.7489,80.389,0.034075,1.3059,22.768,181.11,6.8222,1145.46,125.749,0.65088,111.084,,6.8487,0.96818
"Jan 2011",44.220,0.00055983,2.9078,150.05,3.18895,30.1211,3.7484,78.675,0.035257,1.2867,22.548,179.36,6.9427,1119.09,124.530,0.64719,110.849,,6.6694,0.95824
"Feb 2011",43.634,0.00054782,2.8755,146.82,3.10947,29.2470,3.7511,75.732,0.032419,1.2760,22.062,175.49,7.1859,1118.29,121.847,0.64087,110.838,,6.4350,0.94989
"Mar 2011",43.479,0.00056526,2.8649,143.02,2.96993,28.4195,3.7500,73.775,0.027922,1.2681,21.491,170.95,6.9001,1120.27,118.694,0.63370,110.344,,6.3503,0.91868
"Apr 2011",43.171,0.00055738,2.7455,138.72,2.83455,28.0528,3.7516,69.994,0.023951,1.2472,20.845,165.81,6.7242,1084.45,115.125,0.62756,110.263,,6.2053,0.89779
"May 2011",43.115,0.00056007,2.7474,139.79,2.86846,27.9083,3.7502,68.507,0.027256,1.2383,21.005,167.09,6.8542,1083.90,116.013,0.62710,109.797,,6.2461,0.87274
"Jun 2011",43.369,0.00056593,2.7559,139.22,2.91459,27.9733,3.7492,69.430,0.027964,1.2339,20.920,166.41,6.7879,1080.92,115.539,0.62547,109.582,267.9744,6.3281,0.84014
"Jul 2011",42.706,0.00056769,2.7971,140.46,2.97042,27.9168,3.7490,71.893,0.026327,1.2161,21.106,167.89,6.7886,1057.85,116.570,0.62661,109.502,268.1999,6.3961,0.82157
"Aug 2011",42.458,0.00055454,2.8799,139.83,2.96700,28.8787,3.7500,71.316,0.024819,1.2094,21.012,167.14,7.1051,1075.28,116.051,0.62295,109.768,267.9016,6.4006,0.78010
"Sep 2011",43.107,0.00057704,3.1594,145.89,3.11949,30.8089,3.7494,73.674,0.026801,1.2540,21.922,174.38,7.5793,1122.45,121.075,0.63533,110.079,268.0714,6.6481,0.87682
"Oct 2011",43.318,0.00065147,3.1722,146.05,3.15229,31.2138,3.7492,73.216,0.031348,1.2760,21.946,174.57,7.9590,1151.08,121.209,0.63547,110.113,268.0835,6.6410,0.89596
"Nov 2011",43.302,0.00062606,3.2767,148.01,3.21793,30.8729,3.7496,75.965,0.030074,1.2898,22.242,176.92,8.1684,1134.92,122.841,0.63926,111.385,267.8651,6.7491,0.90853
"Dec 2011",43.668,0.00068274,3.4074,152.40,3.29166,31.5831,3.7485,78.390,0.032808,1.2956,22.900,182.16,8.2001,1148.28,126.478,0.64724,113.827,267.9417,6.8572,0.93341
"Jan 2012",43.540,0.00066531,3.3879,155.46,3.36916,31.2909,3.7518,81.522,0.032585,1.2785,23.360,185.82,8.0100,1141.62,129.019,0.65147,113.835,267.8651,6.8541,0.93848
"Feb 2012",42.638,0.00060356,3.1573,151.43,3.28712,29.7572,3.7485,81.873,0.029313,1.2534,22.756,181.01,7.6426,1122.95,125.680,0.64532,117.445,267.9920,6.6619,0.91179
"Mar 2012",42.905,0.00060424,3.1315,151.80,3.30714,29.3604,3.7524,83.953,0.030372,1.2592,22.811,181.45,7.6091,1126.56,125.987,0.64892,125.806,268.8560,6.7331,0.91320
"Apr 2012",42.646,0.00063044,3.1739,152.31,3.32655,29.4738,3.7503,84.856,0.031703,1.2506,22.887,182.06,7.8340,1135.61,126.407,0.64792,128.712,268.5750,6.7366,0.91320
"May 2012",42.887,0.00067942,3.3556,156.74,3.47241,30.9235,3.7482,88.889,0.034842,1.2624,23.553,187.35,8.1566,1157.02,130.082,0.65372,129.182,268.3031,7.0310,0.93915
"Jun 2012",42.708,0.00069156,3.4233,159.87,3.55832,32.8136,3.7528,92.317,0.035689,1.2785,24.024,191.10,8.3867,1164.02,132.682,0.65977,132.023,270.6271,7.0760,0.95768
"Jul 2012",41.875,0.00070193,3.4071,163.35,3.71573,32.4915,3.7515,95.107,0.036459,1.2604,24.546,195.26,8.2541,1142.44,135.570,0.66425,132.650,440.9127,6.9519,0.97853
"Aug 2012",42.116,0.00068987,3.3010,161.63,3.63848,31.9654,3.7481,95.082,0.034853,1.2484,24.287,193.20,8.2680,1132.30,134.139,0.66095,132.123,443.1894,6.6764,0.96824
"Sep 2012",41.697,0.00061466,3.2027,155.62,3.49470,31.3325,3.7496,90.089,0.029604,1.2304,23.385,186.01,8.2591,1123.69,129.153,0.64984,131.622,442.0175,6.5983,0.93864
"Oct 2012",41.378,0.00061113,3.1669,154.54,3.51601,31.1264,3.7489,87.645,0.030143,1.2238,23.222,184.72,8.6444,1106.09,128.254,0.64918,129.149,441.7045,6.6417,0.93240
"Nov 2012",41.079,0.00063397,3.2150,156.16,3.52551,31.3605,3.7510,87.890,0.030530,1.2233,23.466,186.66,8.8096,1087.58,129.603,0.65381,130.328,441.5556,6.7062,0.93869
"Dec 2012",40.997,0.00062863,3.1266,152.90,3.42368,30.7386,3.7499,86.521,0.031242,1.2203,22.976,182.76,8.6154,1076.14,126.894,0.64999,128.230,441.6754,6.5990,0.92187
"Jan 2013",40.716,0.00060806,3.1093,150.72,3.29219,30.2306,3.7518,84.065,0.032186,1.2283,22.648,180.15,8.8024,1067.11,125.084,0.65117,126.826,441.5907,6.4834,0.92387
"Feb 2013",40.681,0.00059862,3.1220,150.24,3.28407,30.2229,3.7520,83.444,0.033001,1.2383,22.576,179.59,8.8790,1087.87,124.689,0.65516,126.820,441.9387,6.3761,0.92131
"Mar 2013",40.730,0.00063158,3.2061,154.70,3.38950,30.8192,3.7521,86.197,0.034727,1.2469,23.247,184.92,9.1938,1102.86,128.392,0.66526,126.779,441.5334,6.4419,0.94641
"Apr 2013",41.149,0.00067232,3.1761,153.93,3.36116,31.3278,3.7511,85.572,0.039909,1.2381,23.131,183.99,9.1032,1121.32,127.750,0.66458,126.068,441.5152,6.4874,0.93664
"May 2013",41.360,0.00067746,3.2194,154.39,3.33880,31.3515,3.7479,85.464,0.043365,1.2489,23.201,184.55,9.3567,1112.03,128.137,0.66712,126.306,441.6591,6.5994,0.95564
"Jun 2013",42.935,0.00070070,3.2478,151.93,3.39851,32.3602,3.7494,86.474,0.047578,1.2597,22.831,181.61,10.0026,1135.56,126.095,0.66024,128.071,441.1666,6.5860,0.93324
"Jul 2013",43.345,0.00071309,3.2650,153.28,3.38209,32.7734,3.7523,87.067,0.050717,1.2687,23.032,183.21,9.9217,1125.73,127.209,0.66531,131.264,440.7576,6.6186,0.94549
"Aug 2013",43.928,0.00066899,3.1772,150.56,3.33083,33.0271,3.7511,85.655,0.045864,1.2727,22.625,179.97,10.0842,1116.60,124.956,0.65825,132.067,441.4445,6.5357,0.92599
"Sep 2013",43.677,0.00068834,3.1692,150.05,3.34141,32.5381,3.7496,85.841,0.044521,1.2623,22.548,179.36,9.9638,1082.64,124.533,0.65641,132.428,441.2417,6.4912,0.92315
"Oct 2013",43.124,0.00070765,3.0673,146.93,3.25483,32.0636,3.7490,83.633,0.045714,1.2432,22.079,175.63,9.9020,1066.44,121.942,0.64952,131.058,445.4470,6.4094,0.90256
"Nov 2013",43.571,0.00070480,3.1066,148.55,3.29392,32.7519,3.7518,84.523,0.048315,1.2482,22.323,177.57,10.2054,1061.94,123.290,0.65339,131.143,553.1669,6.5869,0.91268
"Dec 2013",44.180,0.00073612,3.0456,146.25,3.25608,32.8713,3.7515,83.702,0.050966,1.2585,21.977,174.82,10.3739,1056.11,121.378,0.64989,130.820,580.8501,6.5337,0.89316
"Jan 2014",45.024,0.00070283,3.0707,147.26,3.32126,33.8282,3.7488,84.801,0.050244,1.2729,22.128,176.02,10.8884,1067.52,122.211,0.65135,130.728,594.4395,6.4876,0.90416
"Feb 2014",44.845,0.00070968,3.0538,146.72,3.28656,35.3281,3.7495,84.843,0.048204,1.2660,22.047,175.38,10.9545,1071.64,121.767,0.64924,130.836,596.6000,6.4945,0.89381
"Mar 2014",44.785,0.00068912,3.0380,145.00,3.24941,36.1244,3.7500,83.763,0.048317,1.2673,21.788,173.32,10.7464,1070.98,120.336,0.64615,130.625,596.5999,6.4124,0.88056
"Apr 2014",44.606,0.00069854,3.0296,145.18,3.23025,35.6841,3.7509,83.681,0.050758,1.2550,21.816,173.53,10.5427,1043.21,120.488,0.64595,130.626,596.6000,6.5476,0.88287
"May 2014",43.899,0.00068817,3.0423,145.97,3.21957,34.8557,3.7517,84.183,0.051681,1.2517,21.935,174.49,10.4151,1025.22,121.149,0.64651,130.436,596.5998,6.5749,0.88844
"Jun 2014",43.806,0.00068845,3.0425,147.47,3.22980,34.3771,3.7526,84.985,0.050641,1.2513,22.160,176.27,10.6788,1019.15,122.390,0.64881,130.297,596.6000,6.6870,0.89582
"Jul 2014",43.449,0.00067008,3.0640,148.19,3.26036,34.7762,3.7503,85.999,0.047814,1.2428,22.268,177.13,10.6630,1021.34,122.988,0.64910,130.242,596.6000,6.8263,0.89819
"Aug 2014",43.790,0.00069200,3.1521,150.63,3.32413,36.1969,3.7516,88.220,0.050625,1.2486,22.635,180.05,10.6651,1024.16,125.013,0.65539,130.197,596.8071,6.8996,0.90997
"Sep 2014",44.235,0.00073612,3.2495,155.56,3.42171,38.0635,3.7495,92.138,0.054288,1.2639,23.376,185.94,10.9936,1036.22,129.103,0.66727,130.284,600.9005,7.1314,0.93711
"Oct 2014",44.813,0.00079383,3.3184,158.15,3.48291,40.9885,3.7511,94.107,0.058224,1.2747,23.765,189.04,11.0612,1060.90,131.256,0.67266,130.635,601.8960,7.2467,0.95289
"Nov 2014",44.973,0.00082685,3.3763,160.74,3.55116,46.2929,3.7507,96.279,0.062568,1.2967,24.155,192.14,11.0880,1098.74,133.407,0.68186,131.001,574.8849,7.4191,0.96420
"Dec 2014",44.679,0.00082163,3.4229,162.63,3.61816,56.8747,3.7515,98.709,0.061470,1.3153,24.438,194.39,11.4996,1103.76,134.971,0.68657,131.193,574.8850,7.6308,0.97536
"Jan 2015",44.533,0.00080453,3.6812,172.69,3.86320,64.5791,3.7518,105.622,0.058610,1.3378,25.949,206.41,11.5600,1088.52,143.317,0.70341,131.733,574.9482,8.1154,0.94130
"Feb 2015",44.209,0.00083573,3.6785,176.65,3.90422,64.3331,3.7509,106.823,0.059481,1.3551,26.545,211.16,11.5799,1102.44,146.609,0.70816,132.849,574.9549,8.3560,0.93628
"Mar 2015",44.532,0.00087872,3.8156,185.37,4.10087,60.2131,3.7525,111.298,0.061713,1.3772,27.855,221.58,12.0896,1114.08,153.845,0.72251,133.139,574.8848,8.5462,0.97995
"Apr 2015",44.395,0.00086961,3.7199,185.44,4.08349,52.7228,3.7504,111.009,0.061301,1.3483,27.866,221.66,11.9881,1085.65,153.902,0.72217,133.117,574.8850,8.6383,0.96008
"May 2015",44.600,0.00087851,3.6623,179.88,3.98941,50.6839,3.7495,108.219,0.059732,1.3353,27.030,215.01,11.9808,1094.11,149.286,0.71274,133.654,575.0175,8.3469,0.93282
"Jun 2015",45.038,0.00091823,3.7081,178.63,3.98210,54.6213,3.7532,107.382,0.062070,1.3457,26.842,213.52,12.2943,1113.90,148.250,0.71152,134.062,574.8850,8.2659,0.93225
"Jul 2015",45.287,0.00102149,3.7760,182.31,4.03323,57.5539,3.7513,109.266,0.066620,1.3616,27.395,217.92,12.4666,1147.27,151.304,0.71633,133.775,576.0609,8.5387,0.95471
"Aug 2015",46.287,0.00113161,3.7696,179.95,3.97080,65.7799,3.7524,107.929,0.066945,1.3993,27.041,215.10,12.9153,1179.00,149.346,0.71295,134.061,575.9795,8.5486,0.96861
"Sep 2015",46.737,0.00116230,3.7575,178.57,3.93770,66.6011,3.7489,107.053,0.067919,1.4150,26.833,213.44,13.6428,1185.25,148.198,0.71130,139.378,628.7229,8.3679,0.97261
"Oct 2015",46.363,0.00114985,3.7881,178.60,3.93916,63.2099,3.7491,107.004,0.063768,1.4007,26.838,213.48,13.4969,1144.21,148.224,0.71126,141.008,643.4551,8.3331,0.96881
"Nov 2015",47.079,0.00114615,3.9684,187.04,4.14757,65.0513,3.7523,112.581,0.068874,1.4141,28.106,223.57,14.1563,1154.77,155.231,0.72428,142.226,,8.6886,1.01054
"Dec 2015",47.191,0.00116062,3.9476,184.23,4.13812,70.0249,3.7525,112.030,0.071172,1.4083,27.683,220.21,14.9934,1175.01,152.896,0.72145,143.523,644.6001,8.5023,0.99561
"Jan 2016",47.562,0.00116685,4.0645,184.68,4.17525,77.1746,3.7499,113.106,0.071359,1.4330,27.751,220.75,16.3557,1204.20,153.270,0.72398,143.954,644.6000,8.5519,1.00822
"Feb 2016",47.623,0.00108518,3.9645,180.76,4.04132,77.1763,3.7521,110.771,0.066452,1.4053,27.162,216.06,15.7662,1217.09,150.016,0.71766,144.148,644.5998,8.4818,0.99223
"Mar 2016",46.572,0.00102904,3.8559,180.14,4.01328,70.1393,3.7552,110.674,0.064873,1.3726,27.069,215.32,15.3837,1183.31,149.500,0.71624,145.635,644.6000,8.3432,0.98144
"Apr 2016",46.377,0.00100523,3.8023,176.71,3.94170,66.4858,3.7513,108.229,0.061687,1.3499,26.554,211.23,14.5963,1146.84,146.660,0.70957,145.710,644.6000,8.1135,0.96349
"May 2016",46.799,0.00096196,3.8958,177.30,3.97830,65.8716,3.7512,108.676,0.059150,1.3698,26.642,211.93,15.3355,1175.14,147.146,0.70885,146.678,644.6000,8.2164,0.97787
"Jun 2016",46.464,0.00101432,3.9143,178.53,4.02580,65.0159,3.7525,109.918,0.058293,1.3534,26.827,213.40,15.0581,1166.02,148.167,0.71049,146.213,644.6000,8.3075,0.96960
"Jul 2016",47.085,0.00091594,3.9755,181.37,4.05532,64.4325,3.7526,111.598,0.050108,1.3514,27.254,216.79,14.3987,1141.99,150.522,0.71967,145.843,644.6000,8.5739,0.98301
"Aug 2016",46.591,0.00089183,3.8363,178.88,3.97885,64.8677,3.7504,109.977,0.051082,1.3481,26.880,213.82,13.7826,1111.00,148.459,0.71478,145.487,644.5996,8.4654,0.97131
"Sep 2016",47.642,0.00095554,3.8509,178.73,3.96644,64.3786,3.7539,109.889,0.051897,1.3593,26.857,213.64,14.0338,1109.31,148.331,0.71469,145.758,,8.5327,0.97334
"Oct 2016",48.333,0.00104149,3.9148,182.05,4.08116,62.6518,3.7511,111.782,0.056417,1.3849,27.356,217.60,13.9332,1129.19,151.085,0.72508,147.066,,8.8227,0.98764
"Nov 2016",49.270,0.00104509,4.0794,186.04,4.18544,64.3991,3.7507,114.323,0.057563,1.4117,27.956,222.38,13.9328,1164.25,154.401,0.73241,148.240,,9.1343,0.99733
"Dec 2016",49.762,0.00108643,4.2068,190.08,4.28304,61.9496,3.7513,117.061,0.061105,1.4353,28.562,227.20,13.8410,1183.14,157.750,0.74116,149.136,,9.2077,1.01908
"Jan 2017",49.733,0.00102784,4.1039,188.53,4.23172,59.8077,3.7498,116.427,0.059516,1.4278,28.330,225.35,13.5622,1180.13,156.465,0.73950,150.096,,8.9457,1.00764
"Feb 2017",49.968,0.00099062,4.0479,188.26,4.23782,58.4679,3.7497,116.362,0.055976,1.4138,28.289,225.03,13.1955,1141.40,156.241,0.73728,151.094,,8.9027,1.00108
"Mar 2017",50.239,0.00103647,4.0079,187.55,4.25454,57.9107,3.7515,115.873,0.056892,1.4051,28.182,224.18,12.9245,1133.62,155.651,0.73724,151.765,,8.9160,1.00157
"Apr 2017",49.832,0.00103903,3.9576,187.07,4.22715,56.5538,3.7508,115.321,0.055394,1.3985,28.110,223.61,13.4589,1135.22,155.253,0.73339,152.121,,8.9603,1.00076
"May 2017",49.872,0.00107273,3.8027,181.52,4.11901,57.1054,3.7520,,0.059710,1.3952,27.277,216.97,13.2616,1126.38,150.649,0.72754,152.516,,8.7845,0.98700
"Jun 2017",49.909,0.00107081,3.7501,178.45,4.06799,58.0295,3.7512,,0.058959,1.3837,26.816,213.31,12.9016,1131.73,148.103,0.72266,152.781,,8.6791,0.96797
"Jul 2017",50.627,0.00108446,3.6697,173.91,3.96446,59.7254,3.7516,,0.062050,1.3707,26.132,207.87,13.1479,1132.71,144.329,0.71623,153.535,,8.3168,0.96040
"Aug 2017",50.987,0.00102488,3.6093,169.71,3.87801,59.4093,3.7502,,0.059028,1.3607,25.503,202.86,13.2298,1131.46,140.852,0.70839,153.135,,8.0808,0.96507
"Sep 2017",50.961,0.00099195,3.5522,167.70,3.83953,57.3631,3.7510,,0.056082,1.3477,25.199,200.45,12.9074,1129.21,139.175,0.70293,152.687,,7.9665,0.95522
"(C) 2017 Prof. Werner Antweiler, UBC"
